cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode,subsetA,subsetA_cluster.ids
C7.MAA000386.3_11_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_11_M,-16.669413713405415,-10.577360242747337,MAA000386,FALSE,NA
C7.MAA000388.3_11_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-1.9879506371200313,-27.44706966803445,MAA000388,FALSE,NA
C7.MAA000439.3_10_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_10_M,-11.953809209817615,-31.355091828376526,MAA000439,FALSE,NA
C7.MAA000554.3_8_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_8_M,5.201945850428114,-18.494191355682236,MAA000554,FALSE,NA
C7.MAA000556.3_9_M.1.1,Fat,BAT,T cell,CL:0000084,NA,5,M,3_9_M,-43.314966927597894,-8.675665906019898,MAA000556,TRUE,1
C7.MAA000877.3_11_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,20.166326090466324,-14.76467831858812,MAA000877,FALSE,NA
C7.MAA000913.3_9_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_9_M,-4.6680864884822055,-19.510772381387966,MAA000913,FALSE,NA
C7.MAA000914.3_9_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,7,M,3_9_M,33.95039304057981,16.900418550153766,MAA000914,FALSE,NA
C7.MAA000934.3_9_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,36.438401976579684,-0.5963830551267872,MAA000934,FALSE,NA
C8.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,16.05029564322327,37.533125675922506,B000127,FALSE,NA
C8.B002314.3_56_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_56_F,10.658555067550017,-13.611760958129814,B002314,FALSE,NA
C8.B002954.3_56_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,13.321794168468285,40.92435971777569,B002954,FALSE,NA
C8.B002955.3_56_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_56_F,3.059748274794432,-18.12033841175631,B002955,FALSE,NA
C8.D043526.3_39_F.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,F,3_39_F,-15.78319688962038,-4.710771650205323,D043526,FALSE,NA
C8.D045064.3_38_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_38_F,29.32140177358504,3.7295487088292907,D045064,FALSE,NA
C8.D045067.3_38_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_38_F,12.608700168136052,-14.399595364220918,D045067,FALSE,NA
C8.MAA000385.3_10_M.1.1,Fat,SCAT,NA,NA,"NA",9,M,3_10_M,9.628276591206694,-55.553729562326836,MAA000385,FALSE,NA
C8.MAA000388.3_11_M.1.1,Fat,GAT,NA,NA,"NA",9,M,3_11_M,9.862358000771964,-55.792210564899975,MAA000388,FALSE,NA
C8.MAA000439.3_10_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_10_M,1.3546364292333781,-27.741470462539763,MAA000439,FALSE,NA
C8.MAA000556.3_9_M.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,M,3_9_M,-15.234197805389899,-8.770581966876868,MAA000556,FALSE,NA
C8.MAA000877.3_11_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,22.03345375368663,-7.378951215150796,MAA000877,FALSE,NA
C8.MAA000914.3_9_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,24.301811496946396,-9.2959360697782,MAA000914,FALSE,NA
C8.MAA000934.3_9_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,30.340007629981304,-6.977587813237706,MAA000934,FALSE,NA
C9.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,8.252252717713803,30.9451901497118,B000127,FALSE,NA
C9.B001960.3_56_F.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,F,3_56_F,-7.4573567589390315,-5.768837598991654,B001960,FALSE,NA
C9.B002314.3_56_F.1.1,Fat,MAT,NA,NA,NA,5,F,3_56_F,-45.86116955350563,0.4243601069928961,B002314,TRUE,5
C9.B002954.3_56_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,13.309738950623194,16.545734157996865,B002954,FALSE,NA
C9.B002955.3_56_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,8.184100645754086,30.158517137153932,B002955,FALSE,NA
C9.D043526.3_39_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,1.7013746589238234,27.11646854612822,D043526,FALSE,NA
C9.D045058.3_39_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,F,3_39_F,14.111709609493413,16.50803270029491,D045058,FALSE,NA
C9.D045064.3_38_F.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,F,3_38_F,0.845024735618738,-1.0784844268447935,D045064,FALSE,NA
C9.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,13.749132445064886,33.845289091838445,D045067,FALSE,NA
C9.MAA000385.3_10_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_10_M,-5.4051195420137335,34.5316064593343,MAA000385,FALSE,NA
C9.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-1.3287145315790148,-30.58189676783061,MAA000386,FALSE,NA
C9.MAA000388.3_11_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_11_M,11.604456987031003,6.799764184854501,MAA000388,FALSE,NA
C9.MAA000441.3_10_M.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,13.103812735606791,8.235208339108521,MAA000441,FALSE,NA
C9.MAA000510.3_8_M.1.1,Fat,SCAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_8_M,-27.62075187041104,22.62366977586221,MAA000510,FALSE,NA
C9.MAA000556.3_9_M.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,M,3_9_M,-26.363903957090596,-11.437637229815481,MAA000556,FALSE,NA
C9.MAA000877.3_11_M.1.1,Fat,MAT,T cell,CL:0000084,NA,5,M,3_11_M,-41.468695342269285,-1.8558162589859286,MAA000877,TRUE,2
C9.MAA000913.3_9_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,3.145511662878923,20.03570986984316,MAA000913,FALSE,NA
C9.MAA000914.3_9_M.1.1,Fat,MAT,T cell,CL:0000084,NA,5,M,3_9_M,-27.817846777193793,-0.9885378015993371,MAA000914,TRUE,2
C9.MAA000934.3_9_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_9_M,-36.855305621257024,5.42538971117717,MAA000934,TRUE,4
D1.B002314.3_56_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_56_F,19.52371473867778,-7.387147545167548,B002314,FALSE,NA
D1.B002954.3_56_F.1.1,Fat,SCAT,endothelial cell,CL:0000115,endothelial cell,2,F,3_56_F,-12.049676311475,13.366379015422885,B002954,FALSE,NA
D1.D045058.3_39_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_39_F,-0.9042744347527482,-26.21971611151307,D045058,FALSE,NA
D1.MAA000386.3_11_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_11_M,-45.37204915083724,0.7116275497391268,MAA000386,TRUE,6
D1.MAA000388.3_11_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,5.617870821729019,-15.788429655902263,MAA000388,FALSE,NA
D1.MAA000439.3_10_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_10_M,-11.951728731262094,-31.545087429794105,MAA000439,FALSE,NA
D1.MAA000442.3_11_M.1.1,Fat,BAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_11_M,-15.630395573874162,10.733248549338597,MAA000442,FALSE,NA
D1.MAA000510.3_8_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_8_M,-24.473460704031304,-12.095264311834363,MAA000510,FALSE,NA
D1.MAA000554.3_8_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_8_M,6.422426211689346,-21.309061817343565,MAA000554,FALSE,NA
D1.MAA000877.3_11_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,13.116930436935728,-11.030335062289451,MAA000877,FALSE,NA
D1.MAA000914.3_9_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,12.303202454542923,-4.282313582859105,MAA000914,FALSE,NA
D1.MAA000934.3_9_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,21.679252119525188,3.5857263720207246,MAA000934,FALSE,NA
D10.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,12.754572016726474,40.63121687986954,B000127,FALSE,NA
D10.B001216.3_38_F.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,F,3_38_F,3.966012313725114,-0.3049229696339164,B001216,FALSE,NA
D10.B002314.3_56_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,13.765167319399817,32.34381595131394,B002314,FALSE,NA
D10.B002954.3_56_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,11.06232826841801,28.87323339362651,B002954,FALSE,NA
D10.B002955.3_56_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,3.8162156444691573,35.39597223265111,B002955,FALSE,NA
D10.D043520.3_39_F.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,F,3_39_F,-16.948669256328863,-10.019825570126624,D043520,FALSE,NA
D10.D043526.3_39_F.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,F,3_39_F,-5.085947184269502,-3.561837213752033,D043526,FALSE,NA
D10.D045058.3_39_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,11.856670974058591,40.42109576586424,D045058,FALSE,NA
D10.D045064.3_38_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,16.542229084725577,29.598603319318578,D045064,FALSE,NA
D10.MAA000385.3_10_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,16.041161693962646,13.334502087657933,MAA000385,FALSE,NA
D10.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-4.867952722617035,-34.39813962813957,MAA000386,FALSE,NA
D10.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,12.846647194464186,8.378063952735499,MAA000439,FALSE,NA
D10.MAA000441.3_10_M.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,12.583457404228772,11.506045575337474,MAA000441,FALSE,NA
D10.MAA000442.3_11_M.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_11_M,12.703043385361259,10.185117941566775,MAA000442,FALSE,NA
D10.MAA000599.3_8_M.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,M,3_8_M,-7.077745015106933,-8.088737093505802,MAA000599,FALSE,NA
D10.MAA000877.3_11_M.1.1,Fat,MAT,T cell,CL:0000084,NA,5,M,3_11_M,-28.620600866919624,3.6567688495660344,MAA000877,TRUE,2
D10.MAA000914.3_9_M.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,M,3_9_M,-26.587614901311557,-9.982474525341159,MAA000914,FALSE,NA
D10.MAA000934.3_9_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,3.3094526712842733,20.477358744155538,MAA000934,FALSE,NA
D11.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,7.0712052327762205,31.474391991055775,B000127,FALSE,NA
D11.B001216.3_38_F.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,F,3_38_F,-1.0644582743018105,-2.5039278441872397,B001216,FALSE,NA
D11.B001960.3_56_F.1.1,Fat,BAT,T cell,CL:0000084,NA,5,F,3_56_F,-38.6634038717072,0.23680031195341208,B001960,TRUE,1
D11.B002314.3_56_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,-3.311987074265493,30.67731294505393,B002314,FALSE,NA
D11.B002954.3_56_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,2.7950301769428743,27.332746127007823,B002954,FALSE,NA
D11.D043526.3_39_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,9.441647342045455,38.73706993142958,D043526,FALSE,NA
D11.D045064.3_38_F.1.1,Fat,MAT,NA,NA,NA,5,F,3_38_F,-47.99166622584681,-7.7647959517357386,D045064,TRUE,5
D11.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,F,3_38_F,14.633854995273058,15.600113819080697,D045067,FALSE,NA
D11.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-9.64583941683803,-35.783302810297435,MAA000386,FALSE,NA
D11.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,16.06377893627867,14.005181749179043,MAA000439,FALSE,NA
D11.MAA000442.3_11_M.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_11_M,14.983275250013342,12.328409638464692,MAA000442,FALSE,NA
D11.MAA000913.3_9_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,-1.2704885797462908,23.28084215404553,MAA000913,FALSE,NA
D11.MAA000934.3_9_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_9_M,-14.181742589495997,-5.407928210571503,MAA000934,FALSE,NA
D12.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,11.428431359972665,25.719772407504138,B000127,FALSE,NA
D12.B001216.3_38_F.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,8,F,3_38_F,-30.364181592130276,-27.64361539303519,B001216,FALSE,NA
D12.B002314.3_56_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,1.7681307162251407,31.500805781516405,B002314,FALSE,NA
D12.B002954.3_56_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,12.10559977103389,40.698277821487004,B002954,FALSE,NA
D12.B002955.3_56_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,3.334129722100949,33.37643496107483,B002955,FALSE,NA
D12.D043520.3_39_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,15.77987219817089,30.665837367768756,D043520,FALSE,NA
D12.D043526.3_39_F.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,F,3_39_F,-11.80051628617839,-6.591495280643816,D043526,FALSE,NA
D12.D045058.3_39_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,10.0351838597714,15.413658166376761,D045058,FALSE,NA
D12.D045064.3_38_F.1.1,Fat,MAT,natural killer cell,CL:0000623,NA,5,F,3_38_F,-50.32891449732497,-5.8360345043031625,D045064,TRUE,3
D12.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,11.041487433415945,29.990025002210817,D045067,FALSE,NA
D12.MAA000385.3_10_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_10_M,-32.12204658574678,3.282078059695143,MAA000385,TRUE,2
D12.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-8.960616664464364,-35.373987207617795,MAA000386,FALSE,NA
D12.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,9.755422631844896,10.115256990700914,MAA000439,FALSE,NA
D12.MAA000442.3_11_M.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,M,3_11_M,-10.286617679240015,-3.2051209626764225,MAA000442,FALSE,NA
D12.MAA000554.3_8_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_8_M,-3.5284885755463593,35.3411764049663,MAA000554,FALSE,NA
D12.MAA000914.3_9_M.1.1,Fat,MAT,T cell,CL:0000084,NA,5,M,3_9_M,-39.76733894034731,-0.4776485833249459,MAA000914,TRUE,1
D12.MAA000934.3_9_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,-1.6109846430745383,20.745486999046506,MAA000934,FALSE,NA
D13.B002954.3_56_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,7.5675394108800935,31.813717116331098,B002954,FALSE,NA
D13.B002955.3_56_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,7.587683698060199,28.198178517597515,B002955,FALSE,NA
D13.D043526.3_39_F.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,F,3_39_F,-15.406111781287022,-6.2843026955005366,D043526,FALSE,NA
D13.D045058.3_39_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,1.9534426772987714,30.610307968018933,D045058,FALSE,NA
D13.MAA000385.3_10_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,9.096808005514479,9.512485461547298,MAA000385,FALSE,NA
D13.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-1.6367437584109443,-34.232502729134076,MAA000386,FALSE,NA
D13.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_10_M,3.3957304654619245,34.48226239337644,MAA000439,FALSE,NA
D13.MAA000441.3_10_M.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,11.895236216578482,10.951992259231531,MAA000441,FALSE,NA
D13.MAA000442.3_11_M.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,8,M,3_11_M,-24.218292328684186,-22.407719315396815,MAA000442,FALSE,NA
D13.MAA000877.3_11_M.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,M,3_11_M,-11.757066773591712,-4.174819562536637,MAA000877,FALSE,NA
D13.MAA000913.3_9_M.1.1,Fat,GAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_9_M,-15.141504087925753,13.136490635076399,MAA000913,FALSE,NA
D13.MAA000934.3_9_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_9_M,-42.48286053503709,-7.311038753432258,MAA000934,TRUE,1
D14.B000127.3_38_F.1.1,Fat,SCAT,NA,NA,"NA",9,F,3_38_F,7.9286139282385655,-56.25773733102578,B000127,FALSE,NA
D14.B001216.3_38_F.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,F,3_38_F,1.4372664838234106,-1.8264590615609653,B001216,FALSE,NA
D14.B002314.3_56_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,7.342650193763037,27.867146972569042,B002314,FALSE,NA
D14.B002954.3_56_F.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_56_F,9.270399723771625,-26.297322775356445,B002954,FALSE,NA
D14.B002955.3_56_F.1.1,Fat,GAT,T cell,CL:0000084,NA,5,F,3_56_F,-37.51148113489948,-1.666989817470213,B002955,TRUE,1
D14.D043520.3_39_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,6,F,3_39_F,17.22107216434019,15.015351891691347,D043520,FALSE,NA
D14.D043526.3_39_F.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_39_F,12.171001807611615,-26.902087743857965,D043526,FALSE,NA
D14.D045058.3_39_F.1.1,Fat,GAT,natural killer cell,CL:0000623,NA,5,F,3_39_F,-31.52341958050272,5.972698164918317,D045058,TRUE,3
D14.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,4.6817258322563715,21.95578994537069,D045067,FALSE,NA
D14.MAA000385.3_10_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_10_M,-21.64188028691065,-11.609536403518474,MAA000385,FALSE,NA
D14.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,9.080743992286326,-26.22212221781192,MAA000386,FALSE,NA
D14.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_10_M,3.8201316854800798,36.33079685902162,MAA000439,FALSE,NA
D14.MAA000510.3_8_M.1.1,Fat,SCAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_8_M,-18.74873834252255,20.537278527789528,MAA000510,FALSE,NA
D14.MAA000531.3_8_M.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_8_M,2.3484161255671805,27.702867666485734,MAA000531,FALSE,NA
D14.MAA000554.3_8_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_8_M,4.58818204647756,26.70145598682958,MAA000554,FALSE,NA
D14.MAA000877.3_11_M.1.1,Fat,MAT,T cell,CL:0000084,NA,5,M,3_11_M,-44.744592448181734,-10.144706431962616,MAA000877,TRUE,1
D14.MAA000934.3_9_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_9_M,-16.141860715271047,-7.534930848899825,MAA000934,FALSE,NA
D15.B000127.3_38_F.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_38_F,38.8025402416586,13.341130795496891,B000127,FALSE,NA
D15.B001960.3_56_F.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,6,F,3_56_F,18.54487524026118,18.028396445342455,B001960,FALSE,NA
D15.B002314.3_56_F.1.1,Fat,MAT,T cell,CL:0000084,NA,5,F,3_56_F,-40.33562881449759,-4.187698994296845,B002314,TRUE,1
D15.B002954.3_56_F.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_56_F,27.495657043430462,-1.3498410746625842,B002954,FALSE,NA
D15.D043526.3_39_F.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,7,F,3_39_F,38.61355438672948,13.68140992365102,D043526,FALSE,NA
D15.D045058.3_39_F.1.1,Fat,GAT,B cell,CL:0000236,B cell,4,F,3_39_F,-15.97170637112708,-7.80569568775626,D045058,FALSE,NA
D15.D045064.3_38_F.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,F,3_38_F,-2.25259916315815,-3.7561099570703194,D045064,FALSE,NA
D15.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,11.972414397235333,23.498283991837138,D045067,FALSE,NA
D15.MAA000385.3_10_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_10_M,-33.99903489665944,-0.10946371052655739,MAA000385,TRUE,2
D15.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-8.937585055486943,-35.600929388870156,MAA000386,FALSE,NA
D15.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,11.222711532144945,9.628078224894322,MAA000439,FALSE,NA
D15.MAA000441.3_10_M.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,13.359804788032616,9.280380117273827,MAA000441,FALSE,NA
D15.MAA000913.3_9_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,-1.7599895873092453,26.251908216788774,MAA000913,FALSE,NA
D15.MAA000934.3_9_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_9_M,-28.174710485311333,1.307097141496469,MAA000934,TRUE,2
D16.B000127.3_38_F.1.1,Fat,SCAT,NA,NA,"NA",9,F,3_38_F,9.037036274521787,-55.856423116396904,B000127,FALSE,NA
D16.B001216.3_38_F.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,F,3_38_F,-13.197976841395638,-8.691891016672278,B001216,FALSE,NA
D16.B002314.3_56_F.1.1,Fat,MAT,T cell,CL:0000084,NA,5,F,3_56_F,-41.16240088667998,-5.082750841664127,B002314,TRUE,4
D16.B002954.3_56_F.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_56_F,10.750992831029674,-26.51291485373593,B002954,FALSE,NA
D16.B002955.3_56_F.1.1,Fat,GAT,B cell,CL:0000236,B cell,4,F,3_56_F,-6.853428627125373,-6.0426594320551414,B002955,FALSE,NA
D16.D043520.3_39_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,8,F,3_39_F,-26.997665649250717,-24.09921824075653,D043520,FALSE,NA
D16.D043526.3_39_F.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_39_F,33.17179907623928,-7.093128028257362,D043526,FALSE,NA
D16.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,5.083884468289901,17.959327541294655,D045067,FALSE,NA
D16.MAA000385.3_10_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_10_M,-24.832854905632225,-12.160944303526934,MAA000385,FALSE,NA
D16.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-8.35648049269835,-36.743905344591056,MAA000386,FALSE,NA
D16.MAA000388.3_11_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_11_M,14.972130710294122,37.87027246241992,MAA000388,FALSE,NA
D16.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_10_M,1.6940615144224982,31.50279331190117,MAA000439,FALSE,NA
