"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"F11.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"F11.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"F11.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F12.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"F12.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"F12.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"F12.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F12.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"F12.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"F12.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"F12.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F13.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_56_F"
"F13.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F13.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F13.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"F13.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"F13.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F14.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"F14.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"F14.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_57_F"
"F14.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F14.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F14.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"F14.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"F14.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F15.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"F15.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"F15.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"F15.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F15.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"F15.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"F15.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"F15.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"F15.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"F16.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_56_F"
"F16.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F16.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F16.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"F16.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"F16.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"F16.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"F16.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F17.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F17.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F17.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"F17.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F17.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F17.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"F17.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F18.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F18.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","3","F","3_57_F"
"F18.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"F18.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"F18.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"F18.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"F18.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F19.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F19.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F19.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"F19.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F19.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"F19.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F1.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F1.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"F1.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"F1.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"F1.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F1.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F1.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F20.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F20.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F20.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"F20.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F20.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F20.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"F20.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"F20.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"F20.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F21.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"F21.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"F21.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_57_F"
"F21.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"F21.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","8","F","3_38_F"
"F21.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F21.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F21.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_38_F"
"F22.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_56_F"
"F22.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"F22.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"F22.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_38_F"
"F22.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F22.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"F22.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_39_F"
"F22.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F2.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F2.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_57_F"
"F2.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"F2.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F2.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"F2.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"F2.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F3.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","3","F","3_56_F"
"F3.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F3.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F3.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F3.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F3.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"F3.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F3.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F4.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_56_F"
"F4.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F4.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"F4.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","2","F","3_38_F"
"F4.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F4.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F4.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F5.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F5.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F5.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F5.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"F5.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F5.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F6.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F6.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F6.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"F6.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"F6.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F7.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F7.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"F7.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F7.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"F7.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"F7.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F7.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F8.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F8.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F8.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"F8.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F8.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"F8.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"F9.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F9.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F9.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"F9.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","2","F","3_38_F"
"F9.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","2","F","3_38_F"
"F9.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F9.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"F9.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"F9.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
