"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"D21.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"D21.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D21.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D22.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D22.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D22.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D22.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D2.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"D2.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D2.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","8","F","3_38_F"
"D2.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D2.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D2.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"D3.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"D3.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"D3.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D3.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D3.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"D3.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_38_F"
"D4.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"D4.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"D4.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D4.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D4.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D4.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"D4.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"D4.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D5.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"D5.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","2","F","3_38_F"
"D5.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"D5.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D5.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D6.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","3","F","3_56_F"
"D6.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","8","F","3_38_F"
"D6.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"D6.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"D6.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D6.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D7.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"D7.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"D7.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D7.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D7.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","8","F","3_39_F"
"D7.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D8.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"D8.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D8.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"D8.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"D8.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D9.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","3","F","3_56_F"
"D9.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"D9.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D9.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"D9.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"D9.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"D9.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"D9.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"E10.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E10.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"E10.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E10.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E10.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E10.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E11.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"E11.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"E11.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"E11.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"E11.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"E11.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"E11.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"E11.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"E12.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"E12.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"E12.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_57_F"
"E12.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"E12.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"E12.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"E12.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"E12.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"E13.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_56_F"
"E13.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"E13.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"E13.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"E13.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"E13.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"E13.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"E13.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"E13.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"E14.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"E14.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"E14.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"E14.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"E14.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"E14.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"E15.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"E15.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"E15.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"E15.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"E15.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"E15.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"E15.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"E15.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"E16.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E16.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E16.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"E16.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"E16.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E16.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"E16.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"E16.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E17.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E17.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E17.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"E17.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"E17.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"E18.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E18.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E18.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","3","F","3_57_F"
"E18.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_57_F"
"E18.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"E18.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E18.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E19.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E19.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"E19.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E19.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E19.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"E19.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E1.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"E1.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E1.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E1.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E1.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E20.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E20.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"E20.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E20.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E20.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"E20.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"E20.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"E21.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"E21.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"E21.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_38_F"
"E21.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_38_F"
"E21.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"E21.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E21.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","8","F","3_38_F"
"E22.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"E22.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_56_F"
"E22.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_57_F"
"E22.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","8","F","3_38_F"
"E22.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E22.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E22.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E2.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"E2.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E2.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E2.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E3.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E3.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"E3.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E3.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E3.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E3.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E4.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_56_F"
"E4.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"E4.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E4.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E4.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_39_F"
"E4.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","2","F","3_38_F"
"E5.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"E5.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E5.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"E5.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E5.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E6.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"E6.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E6.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E6.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E6.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E6.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E7.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E7.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"E7.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E7.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E7.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E7.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E7.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"E7.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E8.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","3","F","3_56_F"
"E8.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"E8.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","2","F","3_38_F"
"E8.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"E8.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E8.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"E9.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"E9.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"E9.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"E9.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"E9.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"F10.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"F10.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"F10.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","2","F","3_38_F"
"F10.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"F10.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_38_F"
"F11.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_56_F"
"F11.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
