"","plate.barcode","cell_ontology_class","cell_ontology_id","free_annotation"
"I2.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I20.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I20.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I20.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I21.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I21.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I22.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I22.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I22.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I3.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I3.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I3.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I4.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I4.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I4.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I4.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I5.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I5.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I5.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I5.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I6.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I6.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I6.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I6.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I7.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I8.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I8.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I9.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I9.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I9.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I9.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J1.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J1.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J1.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J1.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J10.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J10.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J11.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J11.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J12.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J12.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J12.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J13.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J13.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J13.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J14.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J14.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J15.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J15.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J15.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J15.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J16.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J16.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J16.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J17.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J17.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J17.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J18.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J18.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J18.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J19.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J19.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J19.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J2.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J20.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J20.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J20.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J21.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J21.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J21.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J22.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J22.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J22.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J3.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J3.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J3.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J3.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J4.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J4.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J4.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J5.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J5.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J5.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J5.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J6.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J6.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J7.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J7.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J7.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J7.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"J8.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J8.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"J9.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J9.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J9.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"J9.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K1.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K1.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K1.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K1.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K10.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K10.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K11.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K11.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K12.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K12.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K12.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K13.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K13.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K13.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K14.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K14.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K14.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K14.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K15.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K15.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K15.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K16.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K16.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K16.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K17.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K18.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K18.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K18.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K19.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K19.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K2.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K2.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K2.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K20.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K20.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K20.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K21.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K21.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K21.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K22.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K22.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K22.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K3.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K3.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K3.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K4.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K4.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K5.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K5.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K6.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K6.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K6.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K7.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K7.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K8.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K8.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K8.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K9.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K9.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"K9.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L1.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L1.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L1.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L10.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L11.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L11.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L12.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L12.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L13.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L13.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L13.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L14.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L14.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L14.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L15.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L15.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"L16.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L16.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L16.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L17.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L17.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L18.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L18.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L18.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L18.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L19.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L19.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L2.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L2.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L2.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L20.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L20.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L20.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L21.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L22.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L22.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L22.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L3.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L3.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L4.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L4.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L5.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L5.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L5.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L5.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L6.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L6.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L7.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L7.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L8.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L8.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L8.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"L9.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"M1.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M1.D042180.3_10_M.1.1","D042180","endothelial cell","CL:0000115","endothelial cell"
"M10.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M10.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M11.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M11.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M12.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M12.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M13.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M13.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"M14.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M14.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M15.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M15.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M16.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M17.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M17.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M18.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M19.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M19.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M19.D042180.3_10_M.1.1","D042180","endothelial cell","CL:0000115","endothelial cell"
"M2.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M20.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M20.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M21.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M21.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M22.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M3.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M4.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M4.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M4.D042180.3_10_M.1.1","D042180","endothelial cell","CL:0000115","endothelial cell"
"M5.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M5.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M6.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M7.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M7.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M8.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"M8.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"M9.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N1.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N1.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N10.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N10.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N11.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N11.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N12.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N12.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N12.D042180.3_10_M.1.1","D042180","endothelial cell","CL:0000115","endothelial cell"
"N13.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N13.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N14.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N14.MAA001454.3_38_F.1.1","MAA001454","endothelial cell","CL:0000115","endothelial cell"
"N15.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N15.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N16.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N17.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N17.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N18.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N18.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N19.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N19.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N2.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
"N2.MAA001454.3_38_F.1.1","MAA001454","endothelial cell","CL:0000115","endothelial cell"
"N21.B002762.3_39_F.1.1","B002762","endothelial cell","CL:0000115","endothelial cell"
"N21.D042105.3_11_M.1.1","D042105","endothelial cell","CL:0000115","endothelial cell"
