cell,tissue,subtissue,FACS.selection,plate.barcode,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids
D22.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,3,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D22.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte monocyte progenitor cell,CL:0000557,NA,7,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3
D22.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
D22.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
D22.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D22.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,naive B cell,CL:0000788,NA,1,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D22.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
D22.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,immature B cell,CL:0000816,NA,6,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D22.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D22.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,5,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,macrophage,CL:0000235,NA,10,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,pre-natural killer cell,CL:0000937,pre-natural killer cell,12,M,3_8_M,TRUE,7,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.D042467.3_9_M.1.1,Marrow,T-cells,Multiple,D042467,mature natural killer cell,CL:0000824,mature natural killer cell,12,M,3_9_M,TRUE,2,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte monocyte progenitor cell,CL:0000557,NA,7,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3
D3.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,5,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
D3.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,hematopoietic precursor cell,CL:0008001,NA,9,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,naive B cell,CL:0000788,NA,1,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,granulocyte monocyte progenitor cell,CL:0000557,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,6,FALSE,NA
D3.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D3.MAA001888.3_39_F.1.1,Marrow,T-cells,Multiple,MAA001888,naive B cell,CL:0000788,NA,1,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,5,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA,FALSE,NA
D4.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,B cell,CL:0000236,Cd3e+_Klrb1+ B cell,11,M,3_8_M,TRUE,3,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,hematopoietic precursor cell,CL:0008001,NA,9,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,hematopoietic precursor cell,CL:0008001,NA,9,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,common lymphoid progenitor,CL:0000051,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
D4.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,3,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
D4.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,macrophage,CL:0000235,NA,10,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D4.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D5.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D5.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA,FALSE,NA
D5.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D5.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D5.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,monocyte,CL:0000576,NA,7,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2
D5.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D5.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
D5.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,common lymphoid progenitor,CL:0000051,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
D5.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D5.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
D5.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D5.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D5.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,monocyte,CL:0000576,NA,7,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4
D5.MAA001888.3_39_F.1.1,Marrow,T-cells,Multiple,MAA001888,monocyte,CL:0000576,NA,7,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4
D6.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,naive B cell,CL:0000788,NA,1,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,5,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
D6.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,immature natural killer cell,CL:0000823,NA,12,M,3_10_M,TRUE,5,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
D6.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D6.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA,FALSE,NA
D7.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA,FALSE,NA
D7.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,monocyte,CL:0000576,NA,7,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
D7.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
D7.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,immature B cell,CL:0000816,NA,6,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,pre-natural killer cell,CL:0000937,pre-natural killer cell,11,M,3_10_M,TRUE,7,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
D7.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D7.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D8.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D8.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,naive B cell,CL:0000788,NA,1,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D8.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA,FALSE,NA
D8.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,monocyte,CL:0000576,NA,7,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
D8.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,hematopoietic precursor cell,CL:0008001,NA,9,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D8.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
D8.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,monocyte,CL:0000576,NA,7,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4
D8.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,immature B cell,CL:0000816,NA,6,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D8.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
D8.MAA001842.3_38_F.1.1,Marrow,T-cells,Multiple,MAA001842,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D8.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D8.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D8.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA,FALSE,NA
D9.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,macrophage,CL:0000235,NA,10,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.D042467.3_9_M.1.1,Marrow,T-cells,Multiple,D042467,immature T cell,CL:0002420,immature T cell,11,M,3_9_M,TRUE,1,TRUE,1,FALSE,NA,FALSE,NA,FALSE,NA
D9.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,granulocyte,CL:0000094,NA,3,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,monocyte,CL:0000576,NA,7,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2
D9.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,5,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
D9.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,hematopoietic precursor cell,CL:0008001,NA,9,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,macrophage,CL:0000235,NA,10,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
D9.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,F,3_39_F,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA,FALSE,NA
D9.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
D9.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,5,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,6,FALSE,NA,FALSE,NA
E1.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,5,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,hematopoietic precursor cell,CL:0008001,NA,9,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E1.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
E1.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,hematopoietic precursor cell,CL:0008001,NA,9,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,mature natural killer cell,CL:0000824,mature natural killer cell,12,M,3_10_M,TRUE,2,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,granulocyte monocyte progenitor cell,CL:0000557,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,6,FALSE,NA
E1.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,immature B cell,CL:0000816,NA,6,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E1.MAA001888.3_39_F.1.1,Marrow,T-cells,Multiple,MAA001888,immature natural killer cell,CL:0000823,NA,11,F,3_39_F,TRUE,5,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,5,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,immature B cell,CL:0000816,NA,6,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA,FALSE,NA
E10.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,granulocyte,CL:0000094,NA,3,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
