"","plate.barcode","cell_ontology_class","cell_ontology_id"
"B17.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"B17.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"B17.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"B17.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"B17.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"B18.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"B18.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"B18.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"B18.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"B18.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"B18.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B18.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"B18.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"B18.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"B18.MAA000398.3_9_M.1.1","MAA000398","leukocyte","CL:0000738"
"B18.MAA000903.3_11_M.1.1","MAA000903","smooth muscle cell","CL:0000192"
"B18.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"B18.MAA000936.3_9_M.1.1","MAA000936","endothelial cell","CL:0000115"
"B19.B000412.3_56_F.1.1","B000412","leukocyte","CL:0000738"
"B19.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"B19.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"B19.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"B19.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"B19.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B19.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"B19.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"B19.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"B19.MAA000586.3_8_M.1.1","MAA000586","endocardial cell","CL:0002350"
"B19.MAA000587.3_8_M.1.1","MAA000587","leukocyte","CL:0000738"
"B19.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"B19.MAA000918.3_10_M.1.1","MAA000918","fibroblast","CL:0000057"
"B19.MAA000919.3_10_M.1.1","MAA000919","leukocyte","CL:0000738"
"B19.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"B2.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"B2.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"B2.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"B2.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"B2.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"B2.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"B2.B002428.3_38_F.1.1","B002428","NA","NA"
"B2.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"B2.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"B2.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"B2.MAA000919.3_10_M.1.1","MAA000919","endocardial cell","CL:0002350"
"B2.MAA100037.3_10_M.1.1","MAA100037","smooth muscle cell","CL:0000192"
"B2.MAA100096.3_38_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"B2.MAA100097.3_38_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"B20.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"B20.B000634.3_56_F.1.1","B000634","endocardial cell","CL:0002350"
"B20.B000636.3_56_F.1.1","B000636","leukocyte","CL:0000738"
"B20.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"B20.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"B20.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"B20.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"B20.B002428.3_38_F.1.1","B002428","endocardial cell","CL:0002350"
"B20.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"B20.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"B20.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"B20.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"B20.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"B20.MAA000903.3_11_M.1.1","MAA000903","endocardial cell","CL:0002350"
"B20.MAA000919.3_10_M.1.1","MAA000919","leukocyte","CL:0000738"
"B20.MAA000936.3_9_M.1.1","MAA000936","endothelial cell","CL:0000115"
"B21.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"B21.B002010.3_39_F.1.1","B002010","smooth muscle cell","CL:0000192"
"B21.B002011.3_38_F.1.1","B002011","endothelial cell","CL:0000115"
"B21.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B21.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"B21.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"B21.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"B21.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"B21.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"B21.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"B21.MAA000589.3_9_M.1.1","MAA000589","smooth muscle cell","CL:0000192"
"B21.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"B22.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"B22.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"B22.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"B22.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"B22.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B22.B002427.3_39_F.1.1","B002427","leukocyte","CL:0000738"
"B22.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"B22.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"B22.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"B22.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"B22.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"B22.MAA000587.3_8_M.1.1","MAA000587","leukocyte","CL:0000738"
"B22.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"B22.MAA000918.3_10_M.1.1","MAA000918","smooth muscle cell","CL:0000192"
"B22.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"B3.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"B3.B000633.3_56_F.1.1","B000633","leukocyte","CL:0000738"
"B3.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"B3.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"B3.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"B3.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"B3.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"B3.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"B3.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"B3.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"B3.MAA100096.3_38_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"B3.MAA100097.3_38_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"B4.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"B4.B000633.3_56_F.1.1","B000633","leukocyte","CL:0000738"
"B4.B002010.3_39_F.1.1","B002010","endocardial cell","CL:0002350"
"B4.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B4.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"B4.B002429.3_38_F.1.1","B002429","fibroblast","CL:0000057"
"B4.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"B4.MAA000901.3_10_M.1.1","MAA000901","fibroblast","CL:0000057"
"B4.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"B4.MAA000918.3_10_M.1.1","MAA000918","fibroblast","CL:0000057"
"B4.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"B4.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"B4.MAA100037.3_10_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"B4.MAA100097.3_38_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"B5.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"B5.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"B5.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B5.B002427.3_39_F.1.1","B002427","endocardial cell","CL:0002350"
"B5.B002428.3_38_F.1.1","B002428","endothelial cell","CL:0000115"
"B5.MAA100037.3_10_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"B5.MAA100097.3_39_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"B6.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"B6.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"B6.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"B6.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B6.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"B6.B002429.3_38_F.1.1","B002429","smooth muscle cell","CL:0000192"
"B6.MAA000400.3_8_M.1.1","MAA000400","smooth muscle cell","CL:0000192"
"B6.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"B6.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"B6.MAA100037.3_10_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"B6.MAA100096.3_39_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"B6.MAA100097.3_39_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"B7.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"B7.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"B7.B000636.3_56_F.1.1","B000636","NA","NA"
"B7.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"B7.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"B7.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"B7.MAA000398.3_9_M.1.1","MAA000398","leukocyte","CL:0000738"
"B7.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"B7.MAA000901.3_10_M.1.1","MAA000901","fibroblast","CL:0000057"
"B7.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"B7.MAA100037.3_11_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"B7.MAA100096.3_39_F.1.1","MAA100096","cardiac muscle cell","CL:0000746"
"B7.MAA100097.3_39_F.1.1","MAA100097","fibroblast","CL:0000057"
"B8.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"B8.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"B8.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"B8.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"B8.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"B8.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B8.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"B8.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"B8.MAA000589.3_9_M.1.1","MAA000589","smooth muscle cell","CL:0000192"
"B8.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"B8.MAA100037.3_11_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"B9.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"B9.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"B9.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"B9.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"B9.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"B9.B002427.3_39_F.1.1","B002427","smooth muscle cell","CL:0000192"
"B9.B002428.3_38_F.1.1","B002428","endocardial cell","CL:0002350"
"B9.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"B9.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"B9.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"C1.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"C1.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"C1.B002010.3_39_F.1.1","B002010","smooth muscle cell","CL:0000192"
"C1.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"C1.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C1.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"C1.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"C1.MAA000452.3_8_M.1.1","MAA000452","smooth muscle cell","CL:0000192"
"C1.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"C1.MAA000898.3_11_M.1.1","MAA000898","fibroblast","CL:0000057"
"C1.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"C1.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"C1.MAA100037.3_10_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"C1.MAA100097.3_38_F.1.1","MAA100097","cardiac muscle cell","CL:0000746"
"C10.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"C10.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"C10.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"C10.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"C10.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"C10.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"C10.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C10.MAA000398.3_9_M.1.1","MAA000398","smooth muscle cell","CL:0000192"
"C10.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"C10.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"C10.MAA000936.3_9_M.1.1","MAA000936","endothelial cell","CL:0000115"
"C11.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"C11.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"C11.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"C11.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"C11.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"C11.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C11.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"C11.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"C11.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"C11.MAA000918.3_10_M.1.1","MAA000918","fibroblast","CL:0000057"
"C11.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"C11.MAA100037.3_11_M.1.1","MAA100037","fibroblast","CL:0000057"
"C12.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"C12.B002421.3_39_F.1.1","B002421","leukocyte","CL:0000738"
"C12.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"C12.B002427.3_39_F.1.1","B002427","leukocyte","CL:0000738"
"C12.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C12.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"C12.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"C12.MAA100037.3_11_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"C13.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"C13.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"C13.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"C13.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"C13.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"C13.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"C13.B002428.3_38_F.1.1","B002428","leukocyte","CL:0000738"
"C13.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"C13.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"C13.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"C13.MAA000920.3_11_M.1.1","MAA000920","cardiac muscle cell","CL:0000746"
"C13.MAA000936.3_9_M.1.1","MAA000936","endothelial cell","CL:0000115"
"C14.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"C14.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"C14.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"C14.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"C14.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"C14.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"C14.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"C14.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"C14.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C14.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"C14.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"C14.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"C14.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"C14.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"C15.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"C15.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"C15.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"C15.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"C15.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"C15.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C15.B002429.3_38_F.1.1","B002429","leukocyte","CL:0000738"
"C15.MAA000398.3_9_M.1.1","MAA000398","leukocyte","CL:0000738"
"C15.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"C15.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"C15.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"C15.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"C15.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"C15.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"C15.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"C16.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"C16.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"C16.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"C16.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"C16.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"C16.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"C16.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"C16.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C16.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"C16.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"C16.MAA000586.3_8_M.1.1","MAA000586","endothelial cell","CL:0000115"
"C16.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"C16.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"C16.MAA000903.3_11_M.1.1","MAA000903","smooth muscle cell","CL:0000192"
"C17.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"C17.B002011.3_38_F.1.1","B002011","endothelial cell","CL:0000115"
"C17.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"C17.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"C17.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C17.MAA000398.3_9_M.1.1","MAA000398","cardiac muscle cell","CL:0000746"
"C17.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"C17.MAA000452.3_8_M.1.1","MAA000452","leukocyte","CL:0000738"
"C17.MAA000586.3_8_M.1.1","MAA000586","endothelial cell","CL:0000115"
"C17.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"C17.MAA000903.3_11_M.1.1","MAA000903","NA","NA"
"C18.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"C18.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"C18.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"C18.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"C18.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"C18.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C18.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"C18.MAA000398.3_9_M.1.1","MAA000398","leukocyte","CL:0000738"
"C18.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"C18.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"C18.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"C18.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"C18.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"C19.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"C19.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"C19.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"C19.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"C19.B002011.3_38_F.1.1","B002011","endothelial cell","CL:0000115"
"C19.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"C19.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"C19.B002427.3_39_F.1.1","B002427","leukocyte","CL:0000738"
"C19.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C19.MAA000398.3_9_M.1.1","MAA000398","smooth muscle cell","CL:0000192"
"C19.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"C19.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"C19.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"C19.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"C2.B000633.3_56_F.1.1","B000633","leukocyte","CL:0000738"
"C2.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"C2.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"C2.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"C2.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"C2.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"C2.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"C2.MAA000400.3_8_M.1.1","MAA000400","endothelial cell","CL:0000115"
"C2.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"C2.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"C2.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"C2.MAA000901.3_10_M.1.1","MAA000901","smooth muscle cell","CL:0000192"
"C2.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"C2.MAA000918.3_10_M.1.1","MAA000918","endothelial cell","CL:0000115"
"C2.MAA100037.3_10_M.1.1","MAA100037","cardiac muscle cell","CL:0000746"
"C20.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"C20.B002011.3_38_F.1.1","B002011","endocardial cell","CL:0002350"
"C20.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"C20.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"C20.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"C20.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"C20.MAA000586.3_8_M.1.1","MAA000586","endocardial cell","CL:0002350"
"C20.MAA000589.3_9_M.1.1","MAA000589","leukocyte","CL:0000738"
"C20.MAA000918.3_10_M.1.1","MAA000918","fibroblast","CL:0000057"
"C20.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"C21.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"C21.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
