"","plate.barcode","annotation","cell_ontology_id"
"E6.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F14.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"N12.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"O20.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"A18.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"C17.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"A16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"C13.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"E7.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"F15.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"H7.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"I17.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"K13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"L21.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"H8.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"A19.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"C18.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"E9.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"F17.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"H9.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"I19.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"K16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"I18.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"M8.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"K14.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"L22.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"N13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"O21.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"A20.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"C19.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"E11.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"N14.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F18.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"H10.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"I21.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"O22.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"K17.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"A21.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"C20.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"E12.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"F20.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"M9.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"N15.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"P1.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"K18.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"M11.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"N16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"P2.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"H11.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"I22.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"M12.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"N17.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"P3.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"C21.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"E14.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F21.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"H12.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"J1.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"K20.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F22.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"H13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"J2.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"K22.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"M14.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"P4.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"C22.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"E16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"H15.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"J5.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"L1.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"M16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"N19.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"P5.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"B3.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"E18.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"G2.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"E19.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"G5.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"H17.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"J7.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"L2.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"M17.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"N20.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"P6.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"B4.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"D2.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"G7.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"H18.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"J8.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"L3.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"M18.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"N21.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"P7.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"B5.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"D3.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"E20.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"E21.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"G11.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"H19.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"J11.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"L5.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"M19.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"N22.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"B10.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"E22.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"G12.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"H20.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"J12.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"L6.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"M20.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"O4.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"P9.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"B13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"D5.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"B14.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"D6.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F1.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"G13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"H21.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"J13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"L7.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"M21.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"B16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"D7.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"F2.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"G14.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"H22.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"J16.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"L8.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"O5.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"M22.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"O6.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"P11.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"P10.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"D8.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"F3.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"G17.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"J18.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"B18.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"D11.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"F4.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"G18.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"I5.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"J19.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"L11.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"N1.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"O9.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"O7.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"P13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"B19.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"D12.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"F6.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"G19.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"I6.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"J20.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"L12.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"O10.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"P15.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"A6.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"I9.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"J21.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"L13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"N4.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"O11.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"P16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"A7.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"B20.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"D13.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F7.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"G21.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"A10.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"I10.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"J22.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"L15.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"B21.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"D17.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F8.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"G22.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"A11.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"B22.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"D18.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"F9.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"O12.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"I11.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"P17.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"K5.MAA000583.3_9_M.1.1","MAA000583","large intestine goblet cell","CL:1000320"
"L16.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"N6.MAA000583.3_9_M.1.1","MAA000583","epithelial cell of large intestine","CL:0002253"
"O15.MAA000583.3_9_M.1.1","MAA000583","enterocyte of epithelium of large intestine","CL:0002071"
"C14.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"D18.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"A8.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E22.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"B11.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"A9.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"B12.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C15.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"D19.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"F1.MAA000611.3_8_M.1.1","MAA000611","large intestine goblet cell","CL:1000320"
"A10.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"B13.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C16.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"F2.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"A11.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C17.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"D22.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"F4.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E1.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"F5.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"A12.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"B15.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C18.MAA000611.3_8_M.1.1","MAA000611","large intestine goblet cell","CL:1000320"
"A13.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"C19.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"F6.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"A14.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"B17.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"C21.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E3.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"F7.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"B19.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C22.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E4.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"F8.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"A15.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"A16.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"B20.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"D1.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E5.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"F9.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"D2.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E6.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"A17.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"B21.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"A18.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"B22.MAA000611.3_8_M.1.1","MAA000611","enteroendocrine cell","CL:0000164"
"D3.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E7.MAA000611.3_8_M.1.1","MAA000611","enteroendocrine cell","CL:0000164"
"A20.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C1.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"D4.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E8.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"D5.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E9.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"A22.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C3.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"D6.MAA000611.3_8_M.1.1","MAA000611","large intestine goblet cell","CL:1000320"
"E10.MAA000611.3_8_M.1.1","MAA000611","large intestine goblet cell","CL:1000320"
"B1.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C4.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"D8.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E11.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"B2.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"D9.MAA000611.3_8_M.1.1","MAA000611","large intestine goblet cell","CL:1000320"
"E13.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"C5.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C6.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"D10.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"E14.MAA000611.3_8_M.1.1","MAA000611","enterocyte of epithelium of large intestine","CL:0002071"
"A1.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"B4.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
"C7.MAA000611.3_8_M.1.1","MAA000611","epithelial cell of large intestine","CL:0002253"
