"","plate.barcode","cell_ontology_class","cell_ontology_id","free_annotation","tSNE_1","tSNE_2"
"A15.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",4.08707929175131,19.0302610409256
"A16.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",-4.85648006177135,8.45354684872479
"A16.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","proliferating",27.3433731678286,11.1508858544586
"A16.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-13.2115897264885,8.36678152244862
"A16.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","differentiated keratinocyte",0.499957372087499,-22.2468315404184
"A17.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","differentiating basal cells",-9.28565433152867,-13.8120090383006
"A17.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","differentiating basal cells",-9.66348292963463,-5.13852421808859
"A17.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-14.9152623944137,9.39437593095361
"A17.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-16.3117204359415,15.6865864064174
"A18.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",-6.67508346247435,-1.43617534978111
"A18.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",9.1697454260246,4.32483714639035
"A18.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","proliferating",33.9629797535631,9.00007984311389
"A19.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",23.5703864470055,6.15282006167611
"A19.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",-11.9435126154974,8.23819483268104
"A19.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","filiform differentiated keratinocytes",-24.9035859547956,15.9058919375764
"A19.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-11.8044940449216,13.8633363856808
"A19.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-19.2138800012612,15.3446342346522
"A2.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","differentiating basal cells",-10.6563702072528,-19.2958638089673
"A2.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312","differentiated keratinocyte",8.02388923471299,-24.7147183986055
"A2.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","differentiating basal cells",-14.871446232169,-20.4473046983551
"A2.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","differentiated keratinocyte",14.5930594125151,-0.214013634158664
"A20.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-25.85377561394,-2.05788082172996
"A20.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",-6.04411437448285,7.78164754074706
"A20.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-23.4639438732832,1.10708729830045
"A20.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",9.88879518725595,-0.557034974254073
"A20.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",8.35199654189331,12.4632782998135
"A21.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",-9.38731890701724,4.46838871014585
"A21.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",22.2781214030767,1.05627682899965
"A21.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-27.4668160934274,-1.65012060838933
"A21.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","differentiating basal cells",-5.51975633451022,-8.92767902359147
"A21.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-12.3499760693538,18.7375540751189
"A22.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",30.7672656084811,-0.025220798714108
"A22.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",-4.44359872480371,21.9054867590582
"A22.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-5.47415817623971,15.0996991851015
"A22.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",10.0174613085574,-9.86367141175
"A22.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-1.95831905563901,-7.21579612561651
"A3.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",26.37974244386,10.7220139585573
"A3.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-27.9212402068801,-3.40713632190714
"A3.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-1.09729724450731,5.16149255915467
"A3.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-11.2490345042709,11.9100740813205
"A4.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",32.5870816858773,-1.51589188809102
"A4.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","differentiated keratinocyte",3.40776070642263,-28.6232326116213
"A4.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","differentiated keratinocyte",5.51440206617614,-22.5545694311043
"A5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","differentiated keratinocyte",-0.590549807567061,-19.7884176822131
"A5.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312","differentiated keratinocyte",-0.0781577166829791,-29.8883210083684
"A5.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",17.339158583205,4.47240940980948
"A5.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",6.57740601150898,4.072417466234
"A6.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","differentiated keratinocyte",-1.28889124143871,-29.9645876803992
"A6.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",9.91095444840916,-4.70142583816799
"A6.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-0.875454470036719,14.0957110707842
"A6.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","proliferating",28.098822423629,5.57406934723083
"A6.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","differentiating basal cells",-7.44675747229396,-15.6237293856868
"A7.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",27.7309949775992,9.48817719720076
"A7.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",2.30949556413886,-0.594812901104105
"A7.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","differentiated keratinocyte",4.46078427509543,-22.3454743485574
"A7.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",9.65041515572406,9.58179519348207
"A8.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",29.1396534018358,5.97811402808416
"A8.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","differentiated keratinocyte",4.4944886223591,-22.8538187577998
"A8.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",0.26636281467055,8.18989662126344
"A8.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","differentiated keratinocyte",0.579636371693488,-24.9923897757316
"A9.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","differentiated keratinocyte",2.02660908726631,-21.258217011894
"A9.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",1.44167333479477,6.19419926400546
"A9.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","differentiated keratinocyte",-0.765554440055827,-25.3371410276396
"A9.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",3.2558279258083,19.2114918320736
"B1.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","differentiated keratinocyte",-2.06049238850586,-30.6989585365998
"B1.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","differentiated keratinocyte",4.29270750913304,-28.8303020814637
"B1.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",5.28780066462444,-0.0314547223153554
"B10.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",-8.57500679609626,1.09099389382652
"B10.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",6.43339482864718,11.1971010158825
"B10.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","proliferating",29.8632154514329,-2.04523277796469
"B10.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",9.12325357936968,7.25699626557071
"B11.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",31.2876500826342,3.34619985616485
"B11.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-10.8245902702117,8.82028022786534
"B11.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",17.823225310676,-1.19313927176589
"B11.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","differentiated keratinocyte",4.36265224731334,-25.7118974039746
"B12.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",0.229255830308487,5.05881174868201
"B12.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",-9.37531226430417,2.59793587505481
"B12.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","differentiating basal cells",-15.5926299068656,-19.1349246789872
"B12.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-21.1373739552825,11.7690086547994
"B12.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-28.9898479001461,-2.53320527919223
"B13.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","differentiated keratinocyte",-0.661689276052656,-18.6855467235703
"B13.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",-5.60698076777011,7.92991770135076
"B13.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-23.3508558317823,14.179974915419
"B13.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",3.38263910392332,-0.576205421465272
"B13.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-33.4147508443048,-6.75453051022286
"B14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",5.90085925293296,-2.6966657819297
"B14.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",4.52121785601727,16.0528262160816
"B14.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-29.1832041130089,-3.29275713566888
"B14.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","differentiating basal cells",-15.2933347718843,-18.6288680553056
"B15.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",-4.68080294463627,8.61578205600464
"B15.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",17.8318130994719,3.01456484414288
"B15.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-21.3108105861983,16.9516321523962
"B15.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","differentiated keratinocyte",1.43280995793266,-20.7356459292512
"B15.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",3.422121535778,18.6309650362764
"B16.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",30.8160014209042,5.59991906799874
"B16.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-20.105742750035,12.4060274972733
"B16.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","filiform differentiated keratinocytes",-28.4539201242361,15.8424440424504
"B16.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-14.3029544743128,19.2788755368637
"B17.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",-6.52315387177775,7.45642195133118
"B17.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",13.6737852173754,-1.65255251584973
"B17.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","differentiating basal cells",-13.4941311385952,-18.7048166257031
"B17.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","filiform differentiated keratinocytes",-26.1146155628808,16.4776359451034
"B18.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",-23.4444035899509,14.3792379440341
"B18.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",11.8494221127112,3.28005096958401
"B18.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-10.1574005769976,11.0195168844691
"B18.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","proliferating",33.8031835155766,5.29717824586053
"B18.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-31.1470513903383,-7.80114848576742
"B19.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-30.2844880522191,-7.49566014330122
"B19.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",4.31234342047266,13.3615875274071
"B19.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","differentiating basal cells",-5.58835388882172,-7.95693871902479
"B19.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",10.769400494283,8.80477799606569
"B2.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","differentiated keratinocyte",-1.40634509969405,-24.6022776301819
"B2.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-5.24255456993836,2.49882020060037
"B2.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",3.80721274130615,8.74993724363217
"B20.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","differentiating basal cells",-8.3450460643709,-19.0880701598157
"B20.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",10.8312439720494,3.57541129157456
"B20.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","filiform differentiated keratinocytes",-27.5338326878692,17.7022029715044
"B20.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",9.76712200591973,-0.739150524516838
"B20.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-18.9219210163254,5.10940626545437
"B21.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","differentiated keratinocyte",-0.845449396833308,-18.7476253883534
"B21.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-29.3262002104162,-2.10372243220298
"B21.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-14.8157562932735,12.4961247940598
"B21.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-13.2744145892429,11.6231872176126
"B22.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-32.5714411471788,-8.07581876269381
"B22.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-12.0476642918241,19.7189808207522
"B22.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","filiform differentiated keratinocytes",-28.552127608025,15.3491726639685
"B22.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-11.0061072151977,15.4210955270812
"B3.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",2.68588855759578,14.7476598579913
"B3.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",8.5763256258861,-0.682499583698531
"B3.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",6.07914994971638,2.35635611011891
"B3.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",2.56713018269371,8.32723732519615
"B3.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",1.9378142520543,-2.01536358140919
"B4.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",30.3835998431304,8.3035567231105
"B4.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-11.5293113574148,18.5782504822597
"B4.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",8.1012723831752,-5.27857383424636
"B4.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-3.78773801293097,21.4372779182018
"B5.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",30.8758858288046,8.56227794100921
"B5.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",0.65445161116579,11.0356159528797
"B5.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",12.373152276029,0.825500125428122
"B5.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","differentiated keratinocyte",1.9983694840805,-26.7508900745738
"B6.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",9.23598142315397,-10.9072863996474
"B6.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-32.0572022910852,-7.84510528804513
"B6.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",18.6060274730695,2.6493256332905
"B6.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-8.2490684696023,13.3261549946312
"B7.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","proliferating",32.6814389007491,10.0388833899304
"B7.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","differentiated keratinocyte",-1.13498428886646,-19.8111652734142
"B7.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",17.9280338740307,1.46702083116673
"B7.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",11.4027141002359,8.67170060623425
"B8.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",11.2879873724249,-3.8311754204355
"B8.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",-5.92859346155496,2.37689677724586
"B8.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","differentiating basal cells",-3.55657111152301,-8.54202148950456
"B8.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-14.302344747818,9.11216967389401
"B8.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","proliferating",33.0157398058526,10.2563299190388
"B9.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",4.87062830312359,2.31895130027192
"B9.D041904.3_10_M.1.1","D041904","keratinocyte","CL:0000312","differentiated keratinocyte",7.05332112084514,-24.3058898521227
"B9.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-7.91487823473518,10.665092546606
"C1.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","differentiated keratinocyte",-0.844366664777522,-18.841139468953
"C1.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",8.79524698521547,-12.2418467986686
"C1.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-1.08506620787014,9.91962915263885
"C1.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",8.37533169150095,1.77120322925445
"C1.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-16.8864930372479,1.71258760677228
"C10.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",8.9380310467145,-17.7293981867159
"C10.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-0.808582002475082,14.4279855354877
"C10.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",5.39566016398074,6.00430313408637
"C11.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",28.7586084437368,3.10662581039506
"C11.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","differentiating basal cells",-7.19989011950285,-19.5372575755314
"C11.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",19.1747529423063,0.146189597647061
"C11.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","proliferating",34.8880213083714,4.48021257504725
"C12.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",7.50811729083773,-10.0177251896624
"C12.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-23.1582507552178,15.6116882623896
"C12.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",-10.9337188102123,14.357120608636
"C12.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","differentiating basal cells",-8.69609828916794,-9.18560215069205
"C13.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","filiform differentiated keratinocytes",-24.2450742742151,15.0430511168095
"C13.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-4.01162544601874,21.6888463852323
"C13.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",11.0331918327941,9.82166311711624
"C14.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-12.0871408922326,19.150571723554
"C14.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",2.57648298203325,19.4691035064724
"C15.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","basal cells",-8.15581283065183,3.40962643641466
"C15.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",3.62954144462497,-0.574035553757484
"C15.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","basal cells",8.11076949935776,1.39823367791885
"C15.D041911.3_8_M.1.1","D041911","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-33.9822803164556,-7.76050572813514
"C16.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-23.8595569108796,1.48159248468849
"C16.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","differentiated keratinocyte",5.76298826928357,-20.4256451120903
"C16.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","differentiating basal cells",-11.9505950253915,-15.5976059547342
"C16.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-12.9022934640228,11.8734615586352
"C17.D041894.3_9_M.1.1","D041894","basal cell of epidermis","CL:0002187","basal cells",-14.0456479330189,-6.74708966070492
"C17.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","differentiating basal cells",-10.9192172090408,-13.4501689285303
"C17.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","basal cells",-17.8855388912412,12.9287558911985
"C18.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0002187","proliferating",25.149950532234,6.95151435071638
"C18.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0002187","basal cells",-12.8691619873678,15.3984411198716
"C18.D041894.3_9_M.1.1","D041894","keratinocyte","CL:0000312","suprabasal differentiating keratinocytes",-31.879383787911,-5.66463339662163
"C18.D041904.3_10_M.1.1","D041904","basal cell of epidermis","CL:0002187","differentiating basal cells",-8.18818703640414,-16.2920541384606
"C18.D041911.3_8_M.1.1","D041911","basal cell of epidermis","CL:0002187","differentiating basal cells",-8.4235015627091,-8.76622399019671
