"","plate.barcode","annotation","cell_ontology_id"
"G15.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"I19.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"L17.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"L19.B002431.3_39_F.1.1","B002431",NA,NA
"I21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"G20.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"L21.B002431.3_39_F.1.1","B002431",NA,NA
"L22.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"P17.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"K17.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"P18.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"H8.B002431.3_39_F.1.1","B002431","epicardial adipocyte","CL:1000309"
"K18.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"A5.B002431.3_39_F.1.1","B002431",NA,NA
"P20.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"O15.B002431.3_39_F.1.1","B002431",NA,NA
"P21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
