"","plate.barcode","cell_ontology_class","cell_ontology_id"
"C21.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"E15.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"N11.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"H1.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"I15.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"B5.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"C22.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"E16.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"K8.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"L15.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"N12.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"H2.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"I17.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"B7.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"K9.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"L16.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"N13.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"K10.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"L18.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"N14.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"D6.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"E17.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"H3.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"I19.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"B11.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"D8.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"E18.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"H4.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"B15.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"I20.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"D9.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"E20.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"H5.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"K11.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"M1.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"N15.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"I22.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"K16.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"M3.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"N17.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"K17.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"M4.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"B16.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"D10.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"E22.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"H7.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"J2.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"J3.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"K18.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"M6.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"B17.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"D11.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"F2.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"H8.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"M8.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"B18.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"D13.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"F4.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"H10.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"J4.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"K19.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"H11.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"J7.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"K20.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"M9.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"A5.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"B19.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"D14.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"F5.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"B20.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"D15.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"F8.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"H12.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"J8.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"K21.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"M13.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O4.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"P16.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"A6.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O5.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"P17.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O6.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"P18.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O7.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"P20.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O8.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"P21.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O9.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"P22.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"O10.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O14.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O15.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O16.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"O18.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"O19.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"O22.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"O21.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"P2.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"P4.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"P5.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"P6.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"P7.D042474.3_8_M.1.1","D042474","blood cell","CL:0000081"
"N19.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"P8.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"P9.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"N20.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"P10.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O1.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"P11.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"O3.D042474.3_8_M.1.1","D042474",NA,"CL:0000066"
"P13.D042474.3_8_M.1.1","D042474","mesenchymal cell","CL:0008019"
"B3.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"L20.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N8.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O16.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"P18.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C14.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"D19.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"F5.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G14.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"H19.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"J8.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K12.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K13.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"L22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N10.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"P19.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"B4.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"C15.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"D20.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"F8.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"G15.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"H20.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"J9.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"B5.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"N13.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"O18.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"C16.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"D21.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"F9.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"G16.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"H21.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"J10.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"K14.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"M1.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"B6.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N14.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O19.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"P21.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"B7.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"D22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"F10.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"H22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J13.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K15.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"C18.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"M4.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"N15.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O20.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"P22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"B8.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"C19.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"E2.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"E1.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"F11.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"G18.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"I1.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"J14.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"F12.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A1.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"B9.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C20.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"E3.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"G19.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"F13.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"G20.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"I5.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"I3.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"J15.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"K18.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"M6.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N16.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O21.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"J16.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"A2.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"B10.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"C21.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"E4.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"F15.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G21.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K19.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"I6.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"J17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"M7.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N17.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"O22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K20.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"A3.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"B12.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"C22.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"F16.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"M8.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"G22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"I8.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J18.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N18.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"P1.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"K22.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"B13.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"D1.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"E6.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"F17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"H1.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"I11.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J19.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"L1.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"M9.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"M11.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N20.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"P3.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N19.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"P2.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A4.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"E8.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"F20.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"H2.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"I12.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"J20.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"L2.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"M13.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"N21.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"P4.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"A5.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"B14.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"D2.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"F21.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"H3.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"I13.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"J21.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"L3.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"M14.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N22.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"P5.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"A6.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"B15.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"D3.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"E11.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"H6.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"I14.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J22.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"L4.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O1.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"P6.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A7.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"B16.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"D4.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"E12.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"F22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A8.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"M16.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
