"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Ctsh",2.0319695670984e-176,1.6710377282965,0.973,0.307,"9","Ctsh"
"Il1r21",1.37953903015126e-156,3.31983709101747,0.973,0.137,"9","Il1r2"
"Arpc1b6",1.16352613041014e-155,2.03831061937781,1,0.577,"9","Arpc1b"
"H2-K11",1.44461178761648e-152,1.8223684250619,1,0.623,"9","H2-K1"
"Arl4c2",9.77904752802628e-152,1.84064426472497,0.973,0.321,"9","Arl4c"
"Csf2ra",1.23506989237213e-145,1.44534020175614,0.946,0.048,"9","Csf2ra"
"Grasp",1.11403336673282e-133,1.73866026867353,0.838,0.115,"9","Grasp"
"Cd207",4.18866079601281e-129,4.24425158138892,0.919,0.011,"9","Cd207"
"Tyrobp",7.23732474159968e-129,3.08502713496984,1,0.006,"9","Tyrobp"
"Cd14",2.15850845061422e-128,1.895207674287,0.865,0.021,"9","Cd14"
"2010002N04Rik",3.58855553081949e-125,1.51114188877735,0.946,0.098,"9","2010002N04Rik"
"Cd83",9.3809859501959e-125,3.26505108781805,1,0.007,"9","Cd83"
"Litaf",9.41802044036192e-125,1.59344722197356,1,0.474,"9","Litaf"
"Emp3",1.65964322039579e-123,2.10216501360991,0.973,0.021,"9","Emp3"
"H2-DMa",2.4040319037046e-119,2.05481905086474,0.973,0.009,"9","H2-DMa"
"Ninj11",3.95577109590067e-116,1.46080366312683,0.892,0.42,"9","Ninj1"
"Cyba",3.6154937983253e-115,2.32069165341702,1,0.01,"9","Cyba"
"Vim",2.1830440479939e-114,3.88542941965573,1,0.009,"9","Vim"
"Arhgdib",2.067565051271e-113,1.78034768807641,0.973,0.026,"9","Arhgdib"
"Rel",2.11316364754439e-112,1.28160509500803,0.946,0.309,"9","Rel"
"Got1",7.49846844065874e-112,1.1092118940712,0.892,0.245,"9","Got1"
"Gnai22",7.54390532152142e-110,1.50414335654282,1,0.821,"9","Gnai2"
"Ctss",1.77723563462631e-108,2.63699782589158,0.973,0.003,"9","Ctss"
"Cd52",2.8220065604102e-108,2.98920688226084,1,0.005,"9","Cd52"
"Alox5ap",1.15260991830331e-106,2.40863786357437,0.973,0.004,"9","Alox5ap"
"Gch1",1.58225913634454e-106,1.38816805162987,0.865,0.114,"9","Gch1"
"Lgals12",1.6623531468043e-106,2.10916813945497,0.973,0.224,"9","Lgals1"
"Ccl22",1.6169695987637e-105,2.9824554972671,0.865,0.007,"9","Ccl22"
"Laptm5",3.9750744242698e-105,2.11385141994817,1,0.006,"9","Laptm5"
"Sqstm12",9.26941506476029e-105,1.76494768087466,0.973,0.591,"9","Sqstm1"
"Srgn",1.62810373581903e-103,2.47184195405746,0.973,0.004,"9","Srgn"
"Psmb8",7.15007385936422e-103,1.31310432637861,0.946,0.029,"9","Psmb8"
"Pak1",1.74824879787444e-101,1.03437675037717,0.865,0.246,"9","Pak1"
"Cytip",2.69677691217438e-100,2.30794397523893,1,0.001,"9","Cytip"
"S100a45",1.0502986177353e-99,2.44966660716256,1,0.348,"9","S100a4"
"Tnfaip2",1.23598994696114e-98,2.48893224995781,0.946,0.017,"9","Tnfaip2"
"Sfpi1",9.54661575029703e-97,1.46952559623797,0.784,0.028,"9","Sfpi1"
"Pgf",1.83906522648833e-95,2.55646757955627,0.811,0.007,"9","Pgf"
"Fcer1g",1.27196356373803e-94,1.85596842069752,0.973,0.003,"9","Fcer1g"
"Klrb1b",9.56522232980851e-94,1.63319512028412,0.946,0.001,"9","Klrb1b"
"Rhof",1.35000934605076e-92,1.36531320217852,0.784,0.041,"9","Rhof"
"Selplg",6.31713205875304e-92,1.52455744323105,0.946,0.006,"9","Selplg"
"Ehd1",4.33723917291576e-90,1.32370156732144,0.919,0.609,"9","Ehd1"
"Rgs101",1.31746538204623e-88,1.22561108957437,0.919,0.21,"9","Rgs10"
"Hpgds",2.98037554051813e-88,1.40626444361715,0.892,0.007,"9","Hpgds"
"Cd72",1.12527535472898e-87,1.47391532863677,0.919,0.001,"9","Cd72"
"Napsa",1.76562525628433e-87,1.7015518753744,0.919,0.002,"9","Napsa"
"Csf1r",4.13579332590943e-87,1.51950878275901,0.892,0.002,"9","Csf1r"
"Cd821",4.90253226065989e-87,1.24645218025737,0.946,0.384,"9","Cd82"
"Cfp",7.4348899538185e-87,1.39677418908359,0.865,0.009,"9","Cfp"
"Plaur",9.3984461892561e-87,1.86202052629032,0.973,0.224,"9","Plaur"
"Cd53",6.1279321880899e-86,1.44577551319779,0.919,0.002,"9","Cd53"
"Gngt2",6.55294064516501e-86,1.4282218771062,0.892,0.001,"9","Gngt2"
"Cd86",7.67827030977904e-86,1.50362635822263,0.892,0.001,"9","Cd86"
"Coro1a",1.06295157441304e-85,1.87428607858036,0.919,0.006,"9","Coro1a"
"Rilpl2",1.82038703212089e-84,1.01366647775574,0.757,0.117,"9","Rilpl2"
"Rgs1",6.85365293047522e-84,2.42050427365293,0.865,0.001,"9","Rgs1"
"Dpysl2",1.13645129881586e-83,1.24990547340145,0.838,0.022,"9","Dpysl2"
"Msn",1.36213550469578e-83,1.19071994348054,0.838,0.246,"9","Msn"
"Dpep2",1.54942930927439e-83,1.70888695865873,0.865,0.002,"9","Dpep2"
"Tm6sf1",2.66356890906818e-83,1.13526010216331,0.892,0.001,"9","Tm6sf1"
"Snx20",6.96789720564008e-83,1.44813593503046,0.892,0.003,"9","Snx20"
"Irf8",1.59752367431677e-82,1.6445267489223,0.73,0.009,"9","Irf8"
"Ccrl2",4.9910290497503e-82,1.333901658731,0.757,0.014,"9","Ccrl2"
"Rgs21",5.67527561121694e-82,1.96597591311963,0.865,0.189,"9","Rgs2"
"Bst2",3.7031048041689e-81,1.06338636645091,0.73,0.053,"9","Bst2"
"Ptpn18",7.71918390739702e-81,1.17407660723319,0.919,0.005,"9","Ptpn18"
"Bcl2a1d",2.20723280464484e-80,2.03945184147083,0.865,0.001,"9","Bcl2a1d"
"Nlrp3",7.17865974622439e-80,1.25510800408639,0.865,0.001,"9","Nlrp3"
"Csf2rb",1.03740463484308e-79,1.51382717174907,0.865,0.001,"9","Csf2rb"
"Tnip3",1.56965971496843e-79,1.40372330152353,0.838,0.001,"9","Tnip3"
"Hcls1",2.94968161037989e-79,1.04410588949881,0.865,0.001,"9","Hcls1"
"Pkib",2.06588042601104e-77,1.08403119515562,0.811,0,"9","Pkib"
"Agpat4",4.62086790495671e-77,1.11070800230372,0.811,0.03,"9","Agpat4"
"Lat2",9.00325501400295e-77,1.11803212034241,0.838,0.005,"9","Lat2"
"Prkcb",1.24265585467093e-76,1.38708892486423,0.838,0.001,"9","Prkcb"
"Lcp1",1.54660834027596e-75,1.29247388393007,0.865,0.001,"9","Lcp1"
"Fcgr2b",7.67112368788238e-75,1.13039863725206,0.811,0.001,"9","Fcgr2b"
"Prcp",1.67672655056433e-74,0.969463842322818,0.838,0.254,"9","Prcp"
"Itgb7",3.15494983314729e-74,1.27960858375102,0.838,0.004,"9","Itgb7"
"Tnip1",2.63407191550278e-73,0.871842117733927,0.703,0.175,"9","Tnip1"
"Alox5",1.99196469496082e-72,1.08437934169085,0.73,0.013,"9","Alox5"
"Cd40",4.4721726839395e-72,1.06350833613902,0.757,0,"9","Cd40"
"Bcl2a1b",6.1237103172173e-72,2.14512017241141,0.784,0.001,"9","Bcl2a1b"
"Ncf2",1.06058859980823e-71,0.964051685305935,0.784,0.006,"9","Ncf2"
"Gna13",4.43925469393201e-71,0.942924986997601,0.865,0.356,"9","Gna13"
"Gm11974",5.19245020871362e-71,1.0722404249655,0.784,0.205,"9","Gm11974"
"Klrd1",5.59487663516193e-71,1.22442306997811,0.784,0.001,"9","Klrd1"
"Il7r",7.08387260671328e-71,1.30441727082071,0.784,0,"9","Il7r"
"Gadd45b",9.57458370946671e-71,1.45665826182198,1,0.67,"9","Gadd45b"
"Vasp1",1.30310300642796e-70,1.25023910655206,1,0.863,"9","Vasp"
"Trf",2.32612311848573e-70,1.10339020509328,0.811,0.002,"9","Trf"
"Gpsm3",6.52554033389759e-70,1.18362350772112,0.838,0.004,"9","Gpsm3"
"Gng10",7.80560537447965e-70,0.988345726823852,0.784,0.581,"9","Gng10"
"Hexa",7.89013795595095e-70,0.951406451669447,0.811,0.13,"9","Hexa"
"Il1b",8.08129810088199e-70,2.1631937901643,0.405,0.01,"9","Il1b"
"Havcr2",1.93873868183218e-69,1.03840835741126,0.757,0,"9","Havcr2"
"Tgfb13",9.76109050926798e-68,1.22877226100415,0.865,0.336,"9","Tgfb1"
"Herpud1",1.18802697690323e-67,1.11365225900822,0.946,0.449,"9","Herpud1"
"Ubl3",2.68690230896501e-67,0.892959471029027,0.784,0.275,"9","Ubl3"
"Ly86",3.15973213181352e-67,0.882359328673713,0.757,0.001,"9","Ly86"
"Dapp1",1.32641962801174e-66,0.838660978263083,0.73,0.12,"9","Dapp1"
"Pitpna",1.51581223814457e-66,1.07694395157551,0.946,0.78,"9","Pitpna"
"Ccr1",3.07818502474103e-66,1.10346617264571,0.73,0,"9","Ccr1"
"Plek",4.97292650746734e-66,1.30054048408199,0.73,0.001,"9","Plek"
"Crem",1.64537426597896e-65,0.898656693825615,0.568,0.139,"9","Crem"
"Ncf4",2.370616362851e-65,0.975217571691003,0.73,0.001,"9","Ncf4"
"Cd37",4.80277632511004e-65,1.10817275644261,0.73,0.001,"9","Cd37"
"Ltc4s",3.10844067191996e-64,1.14093082138428,0.73,0.001,"9","Ltc4s"
"Grb2",1.70501574473748e-62,0.864690453747747,0.811,0.495,"9","Grb2"
"Mtss1",1.70898781029075e-62,0.825068204586601,0.703,0.104,"9","Mtss1"
"Glipr1",4.56883850610625e-62,1.06435601131373,0.703,0.001,"9","Glipr1"
"Ncf1",5.66659388360914e-62,0.851215661031203,0.757,0.005,"9","Ncf1"
"Myo1g",6.20865852612686e-62,0.976693052225457,0.703,0.006,"9","Myo1g"
"AA467197",7.65270970459223e-62,1.25262666869903,0.676,0.005,"9","AA467197"
"Gpr132",1.88812007419835e-61,0.853284894267141,0.784,0.028,"9","Gpr132"
"1110007C09Rik",9.31493052747772e-61,0.908649225576911,0.838,0.331,"9","1110007C09Rik"
"Dennd4a",1.67111447250927e-60,0.763067979623054,0.73,0.031,"9","Dennd4a"
"Cd209a",2.09520543933454e-60,1.2496543694914,0.676,0,"9","Cd209a"
"Cxcl2",2.16597261490407e-60,3.24744825165911,0.757,0.073,"9","Cxcl2"
"Gpr183",2.96524991962951e-60,1.26109008440243,0.676,0.001,"9","Gpr183"
"Nfkbib",4.52390787367732e-59,0.956380902701896,0.946,0.576,"9","Nfkbib"
"Fam105a",1.27241188221719e-58,0.831352456224802,0.703,0.061,"9","Fam105a"
"Slc15a3",3.11715011274773e-58,1.09738536326271,0.676,0.002,"9","Slc15a3"
"Csf2rb2",3.95594930770579e-58,0.771474471015781,0.649,0.001,"9","Csf2rb2"
"Xlr",1.8707245034199e-57,0.973098127530633,0.649,0,"9","Xlr"
"Ptprc",2.75129947531216e-57,0.727378729991841,0.649,0,"9","Ptprc"
"Lyz2",4.08842899749892e-57,1.20896245806196,0.676,0.002,"9","Lyz2"
"Kdm4a",5.89868748932404e-57,0.731592956538825,0.432,0.119,"9","Kdm4a"
"Basp1",1.67295726104679e-56,1.38569670615136,0.73,0.011,"9","Basp1"
"Itgb2",5.03049289231799e-56,0.650390960548294,0.649,0.001,"9","Itgb2"
"Dok3",5.11012254558425e-56,0.756371263301871,0.676,0.004,"9","Dok3"
"Malt1",6.56632510354641e-56,0.787011907551394,0.622,0.035,"9","Malt1"
"Ywhah4",1.60012404158753e-55,1.35052146704301,1,0.794,"9","Ywhah"
"Nceh1",1.76706904378218e-55,0.875534802463942,0.649,0.038,"9","Nceh1"
"Crlf2",4.41170621497271e-55,0.853037523131135,0.757,0.145,"9","Crlf2"
"A430084P05Rik",5.29400413666122e-55,0.80684424741286,0.622,0,"9","A430084P05Rik"
"Ank",7.65174089977538e-55,0.871136986840516,0.73,0.272,"9","Ank"
"Dcstamp",4.7610276417868e-54,0.804161477838419,0.595,0,"9","Dcstamp"
"Slc38a1",4.7610276417868e-54,0.751815816440911,0.595,0,"9","Slc38a1"
"Fgl2",7.91960246733761e-53,0.83742295085701,0.622,0.001,"9","Fgl2"
"Btg11",8.24554318804497e-53,1.4318893704119,1,0.947,"9","Btg1"
"Irf5",8.59858578617803e-53,0.832539980461631,0.73,0.261,"9","Irf5"
"Tnfrsf1b",1.37885691161088e-52,0.805969431548425,0.649,0.003,"9","Tnfrsf1b"
"P2rx2",1.43087837041448e-52,0.693652923037396,0.595,0.001,"9","P2rx2"
"Rasgef1b",2.21444792007515e-52,0.922559125239494,0.676,0.129,"9","Rasgef1b"
"Gmfg",2.48706871929817e-52,0.833475155730197,0.595,0.007,"9","Gmfg"
"Gpr137b",1.34442467568841e-51,0.628402701139542,0.541,0.028,"9","Gpr137b"
"Cd2",1.54138604476541e-51,1.10801822479473,0.595,0.001,"9","Cd2"
"Serpinb9",3.3085380576696e-51,0.855035102811914,0.459,0.019,"9","Serpinb9"
"Slc3a21",7.09539139421951e-51,1.23049130200718,0.973,0.845,"9","Slc3a2"
"Slfn2",1.551196256553e-50,0.923405085935199,0.595,0.005,"9","Slfn2"
"Itgax",2.84828242535005e-50,0.658300316270838,0.568,0.001,"9","Itgax"
"O3far1",1.75146336137335e-49,0.786903381015753,0.595,0.003,"9","O3far1"
"B4galt5",1.92414440527457e-49,0.730261315742708,0.595,0.001,"9","B4galt5"
"Apbb1ip",2.48171063081197e-49,0.778412350166662,0.568,0,"9","Apbb1ip"
"Fmnl1",5.91285330715559e-49,0.733154776299238,0.595,0.002,"9","Fmnl1"
"Ptpn6",6.16467367594817e-49,0.766667045127523,0.595,0.152,"9","Ptpn6"
"Aif1",8.75946146770658e-49,0.81450449615095,0.568,0.001,"9","Aif1"
"Scp2",1.17087963607785e-48,0.944397328471693,1,0.932,"9","Scp2"
"Lmnb12",1.20365526350401e-48,1.1504442073866,0.892,0.277,"9","Lmnb1"
"Adrbk2",1.2208223455063e-48,0.688070016668418,0.568,0.046,"9","Adrbk2"
"Hepacam2",6.72705316349087e-48,0.85296169528278,0.595,0.001,"9","Hepacam2"
"Evi2a",2.38059174663899e-47,0.568506128685834,0.541,0.001,"9","Evi2a"
"Gpr137b-ps",3.09520107332808e-47,0.680978551259048,0.622,0.085,"9","Gpr137b-ps"
"Ccl17",7.61364173787045e-47,2.23512843182502,0.568,0.003,"9","Ccl17"
"Pim1",8.16116731182313e-47,1.13407334854804,0.946,0.58,"9","Pim1"
"Grn",2.40035285330217e-46,0.857058314275096,0.865,0.365,"9","Grn"
"Arrb2",2.46166576607419e-46,0.741301607952226,0.622,0.043,"9","Arrb2"
"Marcksl12",3.10485584084557e-46,1.18393702411745,0.838,0.58,"9","Marcksl1"
"Cmtm7",4.15573546546523e-46,0.790098127301573,0.676,0.184,"9","Cmtm7"
"Rassf4",5.68292138743248e-46,0.519303669393247,0.459,0.018,"9","Rassf4"
"Mcl1",5.94696988374326e-46,1.00401491414951,0.946,0.708,"9","Mcl1"
"Fam49b",7.35052394961578e-46,0.850726411644738,0.919,0.454,"9","Fam49b"
"Mmd",7.55248119112925e-46,0.677987163219911,0.486,0.076,"9","Mmd"
"Traf1",9.24901382320585e-46,0.81908932966121,0.541,0.001,"9","Traf1"
"Hexb1",3.34115596085318e-45,0.930208055754308,0.676,0.222,"9","Hexb"
"Kdm6b",4.07100265073667e-45,1.05553613053869,0.973,0.512,"9","Kdm6b"
"Nr4a2",6.08162522101631e-45,1.12881510803785,0.865,0.354,"9","Nr4a2"
"Furin",7.26097189980569e-45,0.779609057037939,0.649,0.368,"9","Furin"
"Baz1a",7.87828815282164e-45,0.891535223592381,0.838,0.583,"9","Baz1a"
"Skap2",1.06259606607747e-44,0.745327235569213,0.703,0.032,"9","Skap2"
"Hvcn1",1.15673443569751e-44,0.649539799862928,0.514,0.001,"9","Hvcn1"
"Ifrd14",1.53375534024617e-44,1.51672446463508,1,0.745,"9","Ifrd1"
"C1qa",1.77416722163817e-44,1.59331483825543,0.486,0.001,"9","C1qa"
"Tpst2",4.23026213363905e-44,0.666910801349699,0.568,0.29,"9","Tpst2"
"Gpr141",4.33087627024052e-44,0.632417462797688,0.514,0,"9","Gpr141"
"Pik3r5",1.65112406985023e-43,0.569925982030215,0.486,0,"9","Pik3r5"
"Fyb",2.54299894386564e-43,0.555811004631235,0.514,0.001,"9","Fyb"
"Ppfia4",2.83478112232958e-43,0.570420588406191,0.514,0.003,"9","Ppfia4"
"Qpct",2.88662695229289e-43,0.790354121135905,0.568,0.06,"9","Qpct"
"Cd68",3.32751341772494e-43,0.650400927558788,0.514,0.041,"9","Cd68"
"Rtn1",3.82389201943958e-43,0.581296885107796,0.514,0,"9","Rtn1"
"Hsd17b11",5.43507914955035e-43,0.630960281150771,0.568,0.006,"9","Hsd17b11"
"Skil",1.80003748730278e-42,0.908535348721773,0.892,0.388,"9","Skil"
"Cd44",1.80807761831725e-42,1.02249079545871,0.946,0.837,"9","Cd44"
"Flt3",2.53046481536415e-42,0.479487766959934,0.486,0,"9","Flt3"
"N4bp1",3.70485696327582e-42,0.702456899252169,0.784,0.208,"9","N4bp1"
"Maff1",8.63715416964617e-42,1.25475989992325,0.973,0.688,"9","Maff"
"Zfp263",1.35317188411297e-41,0.69833059554655,0.568,0.144,"9","Zfp263"
"Sdf2l1",1.91612130610694e-41,0.742421376051013,0.649,0.33,"9","Sdf2l1"
"Eif2b2",2.91489714615427e-41,0.719359736968419,0.73,0.467,"9","Eif2b2"
"Lyz1",4.06381884111229e-41,0.690761912548262,0.514,0.001,"9","Lyz1"
"Slamf7",6.17971274652899e-41,0.646558240247829,0.459,0,"9","Slamf7"
"Ifngr1",6.25384890588382e-41,0.745487127014888,0.649,0.159,"9","Ifngr1"
"Ifnar2",1.48508293467467e-40,0.728053996255777,0.622,0.201,"9","Ifnar2"
"Smox",1.60537081198111e-40,0.69473779762391,0.568,0.234,"9","Smox"
"Lgmn",2.14963594035848e-40,0.65550194776406,0.568,0.164,"9","Lgmn"
"St3gal1",5.95481032134199e-40,0.68191557527152,0.514,0.052,"9","St3gal1"
"Cd48",6.88982906372437e-40,0.585921325437172,0.486,0.001,"9","Cd48"
"1110003E01Rik2",9.54436312131067e-40,0.953575377936597,1,0.786,"9","1110003E01Rik"
"Brp44l3",1.30845796407065e-39,0.876426141788714,0.973,0.78,"9","Brp44l"
"Lpar3",1.69330498771336e-39,0.630140415903051,0.459,0.165,"9","Lpar3"
"Lrrc33",2.03319338062216e-39,0.554485890953065,0.514,0.008,"9","Lrrc33"
"Kcnn4",2.99613537715032e-39,0.697868055807333,0.541,0.021,"9","Kcnn4"
"Slamf9",4.35675547700027e-39,0.487544918790338,0.459,0.001,"9","Slamf9"
"Nckap1l",1.07566412617618e-38,0.462542702629539,0.459,0,"9","Nckap1l"
"4930420K17Rik",1.20157870936109e-38,0.586724592533236,0.595,0.1,"9","4930420K17Rik"
"Sepp1",1.35326628178984e-38,0.739439643601634,0.595,0.023,"9","Sepp1"
"Runx3",2.29403499960319e-38,0.614811485584561,0.486,0.001,"9","Runx3"
"AI662270",8.59116429776206e-38,0.54421353252705,0.459,0,"9","AI662270"
"Fes",9.43473434941743e-38,0.557062927901506,0.514,0.006,"9","Fes"
"Fuca1",1.14379740981595e-37,0.714248709281066,0.838,0.524,"9","Fuca1"
"Rhoc",4.05376321872701e-37,0.704607610306935,0.541,0.015,"9","Rhoc"
"1300014I06Rik4",4.50656089016222e-37,1.48424084948275,0.919,0.531,"9","1300014I06Rik"
"Mapkapk2",5.13725114013145e-37,0.626363364449164,0.622,0.427,"9","Mapkapk2"
"Syngr2",5.16040832584551e-37,0.840240453338436,0.919,0.811,"9","Syngr2"
"Camk1",6.30027201178198e-37,0.664706928123379,0.514,0.102,"9","Camk1"
"Rbpj",8.49600437512147e-37,0.724102379620203,0.703,0.174,"9","Rbpj"
"Neurl3",8.89550346585669e-37,0.744519730400235,0.486,0.002,"9","Neurl3"
"Hmha1",9.46494993353647e-37,0.577397618526367,0.541,0.007,"9","Hmha1"
"Ly6e6",9.68006856610226e-37,1.26068017172723,0.946,0.581,"9","Ly6e"
"Wsb2",1.13520834245085e-36,0.638961685296085,0.622,0.333,"9","Wsb2"
"Rogdi",1.34689248340781e-36,0.578410283153316,0.568,0.123,"9","Rogdi"
"Tnfsf9",1.5412423932042e-36,0.994013210231058,0.459,0.074,"9","Tnfsf9"
"AI607873",2.80765680588065e-36,0.658433629454498,0.432,0,"9","AI607873"
"Fam102b",3.96806552966709e-36,0.558159096139798,0.459,0.029,"9","Fam102b"
"Ppp1r11",4.03133703748714e-36,0.716898242909212,0.838,0.659,"9","Ppp1r11"
"Gpd2",4.1552683092947e-36,0.766810310024138,0.703,0.418,"9","Gpd2"
"Irak2",5.8039113111857e-36,0.574498649921788,0.514,0.085,"9","Irak2"
"P2ry10",7.43250678492406e-36,0.43369850899232,0.405,0,"9","P2ry10"
"Dusp21",7.94534649400902e-36,1.16841629270344,0.73,0.098,"9","Dusp2"
"Il10ra",1.08013962189085e-35,0.566781599209797,0.432,0.001,"9","Il10ra"
"Lmo2",2.03688710880761e-35,0.472516536422088,0.432,0,"9","Lmo2"
"Tnfaip82",3.46136365091222e-35,0.884125151581154,0.838,0.498,"9","Tnfaip8"
"Rasa2",4.78654193418412e-35,0.603415390357471,0.541,0.151,"9","Rasa2"
"Tmem160",5.36701680336831e-35,0.715124226278603,0.784,0.315,"9","Tmem160"
"Pip4k2a",8.0634918191406e-35,0.493151468718556,0.568,0.022,"9","Pip4k2a"
"Sult1a1",1.00879126855776e-34,0.610230139836891,0.432,0.001,"9","Sult1a1"
"Bcl2l1",1.31044517013622e-34,0.548810777491372,0.405,0.193,"9","Bcl2l1"
"Ptk2b",1.39958195503162e-34,0.578061509124394,0.595,0.097,"9","Ptk2b"
"Ccr7",1.44043915504708e-34,1.40949438225379,0.378,0.002,"9","Ccr7"
"Dock10",1.87368389200871e-34,0.303974343352538,0.378,0,"9","Dock10"
"Fgr",2.40333725165014e-34,0.401669091618875,0.405,0,"9","Fgr"
"Pid1",2.6694469345537e-34,0.431148146228464,0.459,0.001,"9","Pid1"
"Rasgrp4",4.35188683582534e-34,0.40139199698514,0.432,0.002,"9","Rasgrp4"
"AF251705",5.32416559690113e-34,0.527321894832333,0.405,0,"9","AF251705"
"Snx10",1.02981340084992e-33,0.557973090364965,0.486,0.036,"9","Snx10"
"Antxr2",1.70339206417634e-33,0.588207425090069,0.514,0.004,"9","Antxr2"
"Rab8b",1.7701357935152e-33,0.591641942874307,0.595,0.142,"9","Rab8b"
"Clec4a1",2.12618055795272e-33,0.527021259554219,0.405,0.001,"9","Clec4a1"
"Sdcbp2",4.82706100691489e-33,0.628632512159329,0.459,0.167,"9","Sdcbp2"
"Celf2",6.72516017138187e-33,0.575347242206219,0.595,0.025,"9","Celf2"
"Lfng",1.26581781554793e-32,0.847803269813478,0.73,0.171,"9","Lfng"
"Il21r",2.74408258981051e-32,0.699823780379299,0.378,0.001,"9","Il21r"
"Cotl17",3.19170872128932e-32,1.04525330466394,0.946,0.604,"9","Cotl1"
"1190002H23Rik3",3.55783941314882e-32,1.29973810782183,0.757,0.337,"9","1190002H23Rik"
"1810033B17Rik",3.69669186258341e-32,0.748195742656699,0.378,0,"9","1810033B17Rik"
"Gpr171",4.89998326955846e-32,0.46602791923873,0.405,0.001,"9","Gpr171"
"Nfkbie",1.03400435081344e-31,0.553806331078477,0.432,0.028,"9","Nfkbie"
"Slc25a33",1.15535844107816e-31,0.543639635333312,0.459,0.174,"9","Slc25a33"
"Naga",1.44881448430219e-31,0.57051953232357,0.514,0.123,"9","Naga"
"Tep1",1.74324454955556e-31,0.540055736708469,0.405,0.052,"9","Tep1"
"Cd47",2.10374670053895e-31,0.784992484371541,0.865,0.577,"9","Cd47"
"Sh3bgrl1",2.25014498504875e-31,0.800237326190095,0.838,0.263,"9","Sh3bgrl"
"Ramp1",2.46778199961003e-31,0.588264159575805,0.486,0.014,"9","Ramp1"
"Cx3cl1",3.24860832372536e-31,0.546801648251057,0.432,0.073,"9","Cx3cl1"
"Inpp5d",4.68499233581105e-31,0.380105178864356,0.378,0.001,"9","Inpp5d"
"Slc36a2",7.39139895336327e-31,0.430555893890724,0.351,0,"9","Slc36a2"
"Tnfsf13b",8.15058978900017e-31,0.42999719713854,0.378,0.001,"9","Tnfsf13b"
"Picalm",1.2369515775399e-30,0.611422417708205,0.622,0.31,"9","Picalm"
"Arhgap9",1.22005779537928e-29,0.431923506582559,0.486,0.007,"9","Arhgap9"
"Rap1a",1.35419915831982e-29,0.604948190965418,0.73,0.554,"9","Rap1a"
"Gsdmd",1.36302339059154e-29,0.457447813616675,0.486,0.01,"9","Gsdmd"
"Gm6377",1.66755564551427e-29,0.366099087194581,0.378,0.001,"9","Gm6377"
"Efhd2",1.66972873704721e-29,0.705499869329257,0.865,0.397,"9","Efhd2"
"Mmp19",1.81821337117489e-29,0.432563949835912,0.378,0.001,"9","Mmp19"
"Plekho2",1.83289860935513e-29,0.509261502854511,0.459,0.038,"9","Plekho2"
"Pold4",2.64012591860915e-29,0.626201343295509,0.757,0.499,"9","Pold4"
"Zmynd15",2.94833697729837e-29,0.503876828531795,0.27,0.009,"9","Zmynd15"
"C1qb",3.14886253782373e-29,1.29642441361543,0.324,0.001,"9","C1qb"
"Tcp11l2",3.67252362643077e-29,0.715880314367225,0.622,0.226,"9","Tcp11l2"
"Tsc22d32",5.75237048660379e-29,0.918944246299629,0.622,0.413,"9","Tsc22d3"
"Arf2",1.21581206532913e-28,0.518028781455407,0.405,0.138,"9","Arf2"
"Lrrfip12",1.47638479229943e-28,0.780593206622358,0.973,0.576,"9","Lrrfip1"
"Ppm1m",1.51654501527112e-28,0.501660818960468,0.459,0.057,"9","Ppm1m"
"Pdlim7",1.77436817076246e-28,0.595052853663543,0.595,0.221,"9","Pdlim7"
"Atp6ap21",1.82292414771642e-28,0.726630702533303,0.919,0.579,"9","Atp6ap2"
"Irf4",2.0715787184624e-28,0.344758270253874,0.351,0,"9","Irf4"
"Tctex1d2",2.94204784094966e-28,0.590833691299801,0.595,0.174,"9","Tctex1d2"
"Dnahc2",3.38830650012142e-28,0.474762020105784,0.324,0.001,"9","Dnahc2"
"Cd300a",3.83800480415212e-28,0.52482596901393,0.351,0.001,"9","Cd300a"
"Sh3kbp11",4.97504985275748e-28,0.775617724158194,0.514,0.084,"9","Sh3kbp1"
"Stat5a",6.77265733765462e-28,0.489577432395264,0.432,0.079,"9","Stat5a"
"Lyn",6.82152434223753e-28,0.512813219780573,0.514,0.029,"9","Lyn"
"Trpv2",7.06083423903052e-28,0.439014806697743,0.405,0.003,"9","Trpv2"
"Rhoq",9.39910792152084e-28,0.456705700088068,0.324,0.088,"9","Rhoq"
"Bbs9",1.0424990884198e-27,0.518695232663102,0.459,0.032,"9","Bbs9"
"Tubb61",1.9756716285862e-27,1.01040200464924,0.784,0.421,"9","Tubb6"
"Rabgef1",2.02232071075995e-27,0.570805817894907,0.676,0.307,"9","Rabgef1"
"Gramd1a",2.09072282985285e-27,0.545328185459232,0.541,0.107,"9","Gramd1a"
"Amica1",2.20913224490388e-27,0.472539358591459,0.432,0.009,"9","Amica1"
"Actr2",3.08307796202442e-27,0.643442824457708,0.811,0.567,"9","Actr2"
"Relb",3.39547771406254e-27,0.655058715014608,0.757,0.203,"9","Relb"
"S100a11",3.5658829760657e-27,0.686043965954505,0.73,0.294,"9","S100a1"
"Calm31",4.10365715692226e-27,0.760069472105014,0.811,0.502,"9","Calm3"
"Hcst",5.90026019257016e-27,0.308760115271561,0.324,0.001,"9","Hcst"
"Rgs18",6.06921323014988e-27,0.393644624316081,0.324,0,"9","Rgs18"
