p_val,avg_logFC,pct.1,pct.2,cluster,gene,,
1.16E-58,0.44506227,0.924,0.847,2,Rps9,,
1.52E-26,0.442898105,0.692,0.638,2,Rpl3,,
2.60E-47,0.441422155,0.875,0.819,2,Rpl37a,,
1.71E-33,0.439336866,0.788,0.756,2,Rpl36,,
3.45E-23,0.436933316,0.683,0.659,2,Rpl18,,
3.84E-24,0.432503604,0.527,0.389,2,Cd74,,
8.25E-20,0.431741296,0.633,0.597,2,Rpl9,,
1.35E-15,0.430851904,0.585,0.556,2,Rps4x,,
2.50E-22,0.425515029,0.703,0.675,2,Rps2,,
5.84E-36,0.422601582,0.782,0.732,2,Rps3,,
2.65E-61,0.421972812,0.948,0.887,2,Rps29,,
7.51E-23,0.415561733,0.688,0.649,2,Rpl34,,
1.96E-15,0.414070146,0.633,0.626,2,Rpl19,,
4.47E-15,0.404563792,0.626,0.602,2,Rpl39,,
2.10E-26,0.401744239,0.784,0.743,2,Rpl14,,
1.17E-35,0.395848832,0.827,0.806,2,Rpl37,,
3.56E-07,0.391664835,0.271,0.204,2,Cd53,,
9.91E-37,0.387794358,0.812,0.741,2,Rps23,,
2.37E-18,0.387387686,0.655,0.625,2,Rps25,,
1.23E-28,0.386898382,0.788,0.749,2,Rpl11,,
2.32E-11,0.385379509,0.553,0.537,2,Rpl36a,,
8.80E-12,0.384158332,0.53,0.465,2,Sh3bgrl3,,
1.85E-12,0.374461117,0.602,0.585,2,Rpl22,,
2.49E-22,0.367938352,0.696,0.658,2,Rps27a,,
7.44E-18,0.36157028,0.658,0.626,2,H2-K1,,
8.00E-11,0.361200115,0.574,0.581,2,Rpl27,,
3.41E-22,0.359853683,0.725,0.688,2,Rpl23a,,
4.00E-14,0.358462196,0.638,0.625,2,Rpl31,,
1.44E-12,0.349356742,0.632,0.649,2,Rps8,,
3.74E-18,0.34502511,0.711,0.705,2,Rps21,,
2.43E-08,0.343725555,0.352,0.275,2,Lsp1,,
7.46E-07,0.343283717,0.438,0.408,2,Pabpc1,,
1.44E-19,0.342268734,0.734,0.728,2,Rplp2,,
9.69E-19,0.335162233,0.735,0.731,2,Rpl38,,
9.16E-29,0.326071943,0.784,0.63,2,Tmsb10,,
4.58E-37,0.325629039,0.93,0.913,2,Rpl41,,
6.71E-12,0.316875251,0.617,0.613,2,Rpl35a,,
1.07E-12,0.310443345,0.719,0.736,2,Rpl21,,
9.00E-12,0.291452388,0.678,0.696,2,Rpl23,,
1.01E-06,0.277011092,0.612,0.659,2,Rps12,,
6.58E-08,0.267814108,0.635,0.648,2,Eef1a1,,
1.35E-30,0.26386889,0.59,0.399,2,Srgn,,
0,2.878877392,0.992,0.356,3,Chil3,,Alveolar macrophage_Ear2 high
0,2.680295768,0.832,0.081,3,Ear2,,
0,2.482998753,0.613,0.022,3,Ear1,,
0,2.225981029,0.585,0.03,3,Plet1,,
0,2.138148035,0.727,0.1,3,Lpl,,
0,2.132967747,0.966,0.328,3,Ccl6,,
0,2.067821244,0.529,0.019,3,Atp6v0d2,,
0,1.965842452,0.381,0.011,3,Fabp1,,
9.86E-286,1.940345036,0.894,0.263,3,Ctsd,,
0,1.878581815,0.381,0.017,3,Krt79,,
9.96E-273,1.871905429,0.936,0.357,3,Cd9,,
4.60E-193,1.810567585,0.381,0.042,3,Spp1,,
1.40E-257,1.794525058,0.499,0.055,3,Sgk1,,
0,1.785227165,0.401,0.02,3,Abcg1,,
0,1.781716866,0.457,0.03,3,Car4,,
5.35E-257,1.736527581,0.884,0.26,3,Ctss,,
0,1.704492564,0.561,0.056,3,Wfdc21,,
5.49E-291,1.703980326,0.429,0.031,3,Il18,,
4.56E-298,1.664979102,0.431,0.029,3,Ltc4s,,
1.07E-302,1.652285718,0.427,0.028,3,Clec4n,,
1.30E-244,1.636684698,0.491,0.056,3,Clec7a,,
9.51E-229,1.617339089,0.451,0.05,3,Tlr2,,
1.01E-199,1.607631881,0.503,0.078,3,Pld3,,
5.76E-284,1.592511708,0.361,0.019,3,Mrc1,,
1.80E-194,1.561565301,0.838,0.312,3,Lgals3,,
3.11E-179,1.557522438,0.565,0.115,3,Plin2,,
1.63E-205,1.531610586,0.561,0.094,3,Cd68,,
1.16E-205,1.529999394,0.359,0.033,3,Hebp1,,
5.62E-139,1.482903261,0.76,0.297,3,Mt1,,
5.35E-279,1.481085661,0.315,0.012,3,Fpr1,,
6.17E-235,1.469893792,0.255,0.009,3,Acaa1b,,
4.13E-186,1.449154024,0.377,0.042,3,Sirpa,,
6.26E-263,1.423739665,0.283,0.01,3,F7,,
1.29E-141,1.412506895,0.409,0.069,3,Cebpb,,
3.42E-179,1.409436293,0.383,0.046,3,Axl,,
5.72E-178,1.403646497,0.782,0.245,3,Vim,,
1.94E-37,1.384533622,0.281,0.1,3,Gm26917,,
1.46E-202,1.369987311,0.325,0.025,3,Tnfaip2,,
5.65E-233,1.369390371,0.285,0.014,3,Ms4a8a,,
9.79E-271,1.351873723,0.253,0.006,3,Cidec,,
1.32E-158,1.349959786,0.509,0.097,3,Mpeg1,,
1.32E-244,1.338712754,0.23,0.005,3,Olr1,,
7.68E-138,1.325654879,0.206,0.015,3,Ctsk,,
7.01E-173,1.315642872,0.337,0.035,3,Itgax,,
4.57E-141,1.314719323,0.581,0.148,3,Cd44,,
1.11E-136,1.291968312,0.184,0.011,3,Gdf15,,
4.53E-177,1.291621451,0.196,0.007,3,Marco,,
1.06E-40,1.260242959,0.441,0.212,3,Gm42418,,
2.31E-118,1.260003826,0.481,0.116,3,Lmna,,
1.10E-151,1.257910471,0.423,0.066,3,Mcemp1,,
1.15E-158,1.252966436,0.782,0.249,3,Laptm5,,
3.16E-83,1.250642412,0.345,0.08,3,Mt2,,
3.14E-154,1.238817212,0.291,0.029,3,Klhdc4,,
1.24E-151,1.230852664,0.222,0.015,3,Egr2,,
2.30E-123,1.185916686,0.517,0.124,3,Csf2ra,,
9.52E-201,1.177275607,0.204,0.006,3,Siglecf,,
8.95E-110,1.169858121,0.379,0.075,3,Krt19,,
4.05E-210,1.168895543,0.19,0.004,3,Gal,,
4.23E-98,1.164539979,0.451,0.118,3,Aprt,,
5.79E-92,1.160139413,0.788,0.559,3,Fth1,,
1.72E-105,1.154434655,0.297,0.047,3,AU020206,,
7.13E-105,1.142697116,0.275,0.04,3,Osm,,
3.07E-108,1.127791078,0.511,0.133,3,Cybb,,
2.62E-104,1.108142981,0.523,0.148,3,Capg,,
1.75E-106,1.105651338,0.238,0.029,3,Dab2,,
1.16E-95,1.083971216,0.293,0.05,3,Abhd12,,
4.18E-108,1.081681948,0.261,0.034,3,Csf2rb,,
6.59E-108,1.081594208,0.267,0.037,3,Ptpn12,,
2.52E-87,1.076671231,0.263,0.044,3,Baz1a,,
7.87E-113,1.071471086,0.166,0.011,3,Fabp4,,
2.82E-133,1.058426621,0.202,0.014,3,Mertk,,
2.06E-97,1.057575254,0.445,0.11,3,Itgb2,,
1.89E-125,1.045484045,0.176,0.011,3,Fpr2,,
7.97E-91,1.044143742,0.273,0.045,3,Fn1,,
1.17E-70,1.035469766,0.455,0.157,3,Lmo4,,
8.57E-70,1.03122816,0.407,0.126,3,Cd164,,
8.32E-79,1.027783976,0.263,0.049,3,Lrp1,,
3.96E-101,1.025167176,0.79,0.421,3,Anxa2,,
5.57E-131,1.022920665,0.172,0.009,3,Tcf7l2,,
5.53E-103,1.011919698,0.192,0.019,3,Pla2g15,,
5.03E-115,1.009170092,0.463,0.101,3,Lilrb4a,,
1.18E-100,1.008887319,0.226,0.027,3,Plk3,,
5.09E-66,0.99885198,0.311,0.079,3,Fosb,,
2.27E-73,0.996203304,0.363,0.095,3,Tgfbi,,
1.14E-79,0.995944643,0.257,0.046,3,Pygl,,
4.08E-24,0.994404192,0.192,0.069,3,Gm23935,,
3.69E-141,0.98543018,0.912,0.391,3,Tyrobp,,
5.81E-71,0.978208844,0.2,0.032,3,Dpep2,,
2.63E-96,0.975722819,0.373,0.077,3,Fcgr3,,
1.78E-115,0.971858246,0.154,0.009,3,Gpnmb,,
1.00E-99,0.968334748,0.289,0.046,3,Bcl2a1a,,
8.86E-101,0.967850553,0.166,0.013,3,Bst1,,
6.08E-79,0.96605779,0.224,0.036,3,Nceh1,,
1.39E-100,0.955337051,0.934,0.8,3,Ftl1,,
5.65E-78,0.94786184,0.226,0.036,3,Lipa,,
1.29E-50,0.935076336,0.238,0.06,3,Furin,,
3.34E-118,0.929605446,0.836,0.344,3,Fcer1g,,
8.78E-74,0.927841716,0.371,0.097,3,Bcl2a1b,,
4.25E-58,0.924336522,0.289,0.076,3,Cd302,,
9.31E-86,0.91319948,0.752,0.371,3,Cyba,,
1.41E-65,0.912406607,0.425,0.138,3,Ctsa,,
7.05E-82,0.911675069,0.22,0.033,3,Snx10,,
1.23E-62,0.911206087,0.503,0.199,3,Trf,,
8.52E-81,0.909960025,0.176,0.021,3,Lpin1,,
3.33E-66,0.908231025,0.176,0.026,3,Sulf2,,
1.63E-139,0.904267984,0.154,0.006,3,Pparg,,
7.42E-84,0.901192968,0.218,0.031,3,Pilra,,
3.71E-62,0.89343642,0.17,0.026,3,Blvra,,
6.57E-75,0.893248722,0.242,0.043,3,Serpinb1a,,
5.66E-63,0.89069614,0.465,0.168,3,Grn,,
7.00E-69,0.889065941,0.457,0.146,3,Spi1,,
4.56E-62,0.886578573,0.208,0.039,3,9-Sep,,
1.07E-55,0.881078505,0.599,0.306,3,Reep5,,
1.37E-40,0.870441057,0.762,0.556,3,mt-Rnr1,,
1.93E-84,0.868212566,0.569,0.186,3,Alox5ap,,
1.29E-45,0.864032184,0.415,0.17,3,Cstb,,
3.96E-35,0.858773095,0.259,0.088,3,Snord13,,
1.86E-79,0.856460377,0.182,0.022,3,Cd300lf,,
1.05E-72,0.856021719,0.307,0.068,3,Bcl2a1d,,
2.59E-67,0.8481576,0.204,0.034,3,Cd300c2,,
1.97E-82,0.846087805,0.196,0.025,3,Sirpb1c,,
4.79E-45,0.836471383,0.208,0.051,3,Vat1,,
8.33E-49,0.836394896,0.367,0.13,3,Tmem14c,,
9.91E-89,0.83586858,0.597,0.208,3,Msrb1,,
7.77E-55,0.822997926,0.277,0.07,3,Cd2,,
1.12E-56,0.806100782,0.333,0.096,3,Tmed5,,
6.41E-42,0.805589799,0.208,0.054,3,Adipor2,,
7.32E-59,0.800483508,0.707,0.399,3,Ucp2,,
1.60E-75,0.798970189,0.705,0.307,3,Fxyd5,,
1.31E-57,0.78571021,0.319,0.087,3,Gngt2,,
2.32E-43,0.777239995,0.415,0.173,3,Rnh1,,
1.66E-66,0.77327467,0.461,0.161,3,Cxcl2,,
3.12E-43,0.771347814,0.186,0.043,3,Trim25,,
5.22E-62,0.765388705,0.216,0.04,3,Hvcn1,,
7.59E-53,0.762218403,0.186,0.036,3,Unc119,,
5.46E-39,0.762054561,0.208,0.057,3,Mgll,,
7.84E-39,0.76079327,0.379,0.156,3,Ftl1-ps1,,
7.87E-84,0.757286364,0.95,0.747,3,Actb,,
7.14E-53,0.742650459,0.164,0.028,3,Perp,,
4.50E-39,0.742166792,0.255,0.078,3,Tgm2,,
3.36E-40,0.740249286,0.24,0.071,3,Slc6a6,,
1.71E-39,0.740102222,0.182,0.044,3,Colgalt1,,
1.26E-40,0.739181764,0.321,0.113,3,Rexo2,,
2.59E-31,0.733862552,0.186,0.055,3,Nagk,,
5.23E-49,0.732262074,0.2,0.043,3,Acp5,,
7.75E-33,0.730973416,0.208,0.064,3,Pitpna,,
1.16E-33,0.728777934,0.23,0.075,3,Snx1,,
8.30E-48,0.727778267,0.259,0.07,3,Naaa,,
3.69E-36,0.717292259,0.259,0.086,3,Fam96a,,
1.04E-54,0.715775008,0.152,0.023,3,C5ar1,,
3.60E-41,0.715236181,0.273,0.085,3,Gsto1,,
2.62E-38,0.712958289,0.451,0.206,3,Lcp1,,
3.21E-37,0.70740741,0.477,0.232,3,Ctsz,,
2.88E-31,0.706576235,0.188,0.055,3,Runx1,,
7.88E-27,0.704998028,0.236,0.089,3,Myh9,,
4.23E-35,0.69811584,0.18,0.047,3,Mpp1,,
2.27E-44,0.689510379,0.166,0.034,3,Rassf4,,
1.75E-39,0.688739766,0.633,0.392,3,Gapdh,,
1.35E-45,0.687655292,0.537,0.235,3,Cotl1,,
7.52E-47,0.685382474,0.164,0.031,3,Gda,,
6.08E-44,0.683111088,0.669,0.406,3,Txn1,,
1.71E-28,0.68185245,0.226,0.081,3,Camk1,,
7.52E-30,0.680254245,0.234,0.082,3,Fcgrt,,
2.38E-26,0.680045391,0.275,0.113,3,Hexa,,
2.59E-41,0.679156938,0.271,0.081,3,Ncf2,,
9.15E-26,0.673412435,0.236,0.091,3,Atp6v1b2,,
1.26E-39,0.672251973,0.208,0.054,3,Apbb1ip,,
6.34E-34,0.668454882,0.463,0.233,3,Sdcbp,,
1.77E-24,0.666796346,0.194,0.069,3,Tmbim1,,
1.65E-39,0.663868563,0.533,0.268,3,Taldo1,,
5.37E-51,0.65514265,0.355,0.115,3,Ccl3,,
5.24E-26,0.653191921,0.152,0.044,3,Gm6377,,
1.50E-67,0.650285577,0.725,0.326,3,Psap,,
5.73E-26,0.650206967,0.431,0.235,3,Calr,,
3.68E-35,0.648756919,0.156,0.036,3,Nabp1,,
1.59E-25,0.634939222,0.162,0.05,3,Gusb,,
6.57E-24,0.634375829,0.208,0.078,3,Mapk3,,
9.81E-29,0.631291106,0.154,0.041,3,Itgal,,
8.49E-20,0.631036467,0.176,0.066,3,Comt,,
3.51E-34,0.630786909,0.176,0.046,3,Plgrkt,,
2.34E-27,0.628707067,0.435,0.225,3,Atp6v0e,,
1.97E-26,0.627679763,0.234,0.088,3,Picalm,,
4.27E-30,0.623884588,0.385,0.177,3,Coro1b,,
5.91E-36,0.620240327,0.18,0.045,3,Clec4a3,,
9.54E-24,0.615129401,0.164,0.053,3,Ier5,,
1.42E-21,0.613407967,0.22,0.088,3,Man2b1,,
3.05E-26,0.611484389,0.485,0.278,3,Cox5a,,
1.74E-18,0.609078456,0.261,0.124,3,Gadd45g,,
4.83E-27,0.603657338,0.365,0.173,3,Mcl1,,
1.47E-24,0.598890863,0.437,0.242,3,Iqgap1,,
4.23E-27,0.595791748,0.17,0.051,3,Atp6v1c1,,
9.82E-23,0.594993455,0.238,0.098,3,Glul,,
4.80E-25,0.594571288,0.194,0.066,3,Klf4,,
3.13E-42,0.594114825,0.457,0.199,3,Slpi,,
1.58E-25,0.592873494,0.433,0.232,3,Aldoa,,
3.51E-26,0.590072393,0.184,0.059,3,Fosl2,,
7.93E-16,0.587619716,0.222,0.106,3,Flna,,
5.53E-22,0.58407532,0.293,0.137,3,Ramp1,,
1.51E-24,0.580813433,0.263,0.109,3,Hist1h2bc,,
2.18E-29,0.574607769,0.208,0.066,3,Evl,,
2.81E-28,0.571329473,0.573,0.351,3,Eif5a,,
1.15E-33,0.568982781,0.162,0.04,3,Nfil3,,
1.36E-41,0.567349833,0.246,0.069,3,Hcar2,,
2.19E-24,0.565082293,0.222,0.083,3,Hpcal1,,
1.84E-33,0.560129901,0.363,0.149,3,Cdkn1a,,
4.49E-21,0.559323389,0.236,0.099,3,Ptpn1,,
2.27E-41,0.556780205,0.321,0.106,3,Plaur,,
3.04E-25,0.555462095,0.381,0.185,3,Ifrd1,,
1.59E-21,0.546831992,0.269,0.119,3,Abracl,,
1.96E-09,0.542604786,0.613,0.505,3,Malat1,,
4.66E-22,0.541113834,0.373,0.193,3,Ifi30,,
7.48E-24,0.540300057,0.641,0.454,3,Prdx1,,
2.23E-24,0.536798803,0.198,0.069,3,Rhoc,,
9.13E-44,0.536298364,0.305,0.094,3,Plek,,
5.38E-22,0.535080196,0.405,0.221,3,Clta,,
1.53E-26,0.533664357,0.537,0.304,3,S100a10,,
1.61E-11,0.528377347,0.186,0.094,3,Cebpa,,
1.42E-20,0.526191318,0.251,0.108,3,Hn1,,
3.38E-19,0.520031244,0.24,0.106,3,Ech1,,
1.45E-20,0.519520354,0.22,0.09,3,Ppt1,,
9.04E-23,0.515765636,0.553,0.348,3,Ctsc,,
9.75E-19,0.511754918,0.321,0.166,3,S100a1,,
3.88E-23,0.507754575,0.411,0.215,3,Gnai2,,
1.21E-15,0.507024717,0.337,0.193,3,Creg1,,
5.66E-18,0.503315714,0.194,0.08,3,Cdc42ep3,,
6.68E-16,0.503043702,0.279,0.145,3,M6pr,,
7.94E-43,0.499593163,0.868,0.796,3,Tmsb4x,,
2.27E-17,0.499330148,0.2,0.085,3,Akap13,,
5.62E-14,0.496101044,0.172,0.076,3,Polr2a,,
8.52E-18,0.495308284,0.323,0.168,3,Rac1,,
2.23E-19,0.493893815,0.162,0.057,3,Gpcpd1,,
5.53E-20,0.491403072,0.403,0.221,3,Cd47,,
7.53E-16,0.490912346,0.238,0.115,3,Lrrfip1,,
2.04E-21,0.490446911,0.186,0.067,3,Fcgr2b,,
3.64E-50,0.490067574,0.23,0.054,3,Il1rn,,
5.79E-19,0.488579064,0.226,0.098,3,Vps29,,
1.13E-18,0.485817613,0.198,0.08,3,Hmgn2,,
1.14E-30,0.482495108,0.17,0.046,3,Hilpda,,
7.86E-18,0.482254474,0.228,0.102,3,Bhlhe40,,
2.96E-39,0.481059667,0.255,0.075,3,Lilr4b,,
5.89E-12,0.479616873,0.222,0.118,3,Gns,,
3.57E-16,0.476140787,0.234,0.111,3,Bola2,,
8.25E-11,0.471913126,0.261,0.154,3,Tkt,,
1.42E-15,0.471178423,0.202,0.091,3,Glud1,,
4.12E-13,0.462528812,0.188,0.089,3,Nhp2,,
2.13E-18,0.459917415,0.549,0.378,3,Akr1a1,,
5.95E-14,0.45817236,0.244,0.126,3,Hcfc1r1,,
3.29E-15,0.456388912,0.19,0.083,3,Gltp,,
4.07E-15,0.451872903,0.473,0.32,3,Sem1,,
4.33E-23,0.450255949,0.531,0.314,3,Anxa5,,
2.78E-16,0.449215998,0.285,0.147,3,Nme1,,
2.29E-18,0.448288757,0.627,0.461,3,Cox6b1,,
3.99E-12,0.445232481,0.152,0.068,3,Sirt2,,
4.77E-32,0.442575446,0.768,0.529,3,Gpx1,,
5.11E-20,0.440885144,0.339,0.172,3,Ctsl,,
3.67E-14,0.440728458,0.166,0.071,3,Pcna,,
3.00E-14,0.439744083,0.277,0.148,3,Lamtor2,,
2.43E-12,0.428423309,0.321,0.195,3,Atp5g3,,
1.17E-12,0.425337205,0.347,0.215,3,Atp5g1,,
4.24E-16,0.424185829,0.313,0.165,3,Capza2,,
2.75E-10,0.422489736,0.248,0.146,3,Tbcb,,
1.27E-17,0.419075647,0.172,0.066,3,Cfp,,
7.33E-13,0.417828744,0.315,0.184,3,Xbp1,,
6.73E-11,0.412091857,0.291,0.177,3,Etfb,,
4.19E-14,0.409097127,0.162,0.069,3,Cndp2,,
2.28E-12,0.408173443,0.291,0.165,3,Ostf1,,
8.25E-11,0.406525115,0.158,0.076,3,Hprt,,
4.05E-34,0.403246305,0.551,0.268,3,Lgals1,,
2.26E-09,0.40150108,0.156,0.08,3,Dhrs3,,
4.03E-08,0.399438203,0.18,0.102,3,Atp6ap2,,
4.37E-07,0.399412106,0.309,0.219,3,Tbca,,
2.25E-24,0.399196137,0.615,0.395,3,Ctsb,,
1.26E-17,0.395132866,0.381,0.207,3,Cytip,,
9.97E-08,0.395058514,0.158,0.088,3,Sort1,,
5.85E-08,0.394896268,0.176,0.099,3,Nmt1,,
2.82E-13,0.393437434,0.507,0.357,3,Gng5,,
2.37E-15,0.3891409,0.311,0.165,3,Prr13,,
2.47E-09,0.386583959,0.297,0.19,3,Cyb5r3,,
1.99E-16,0.385793606,0.411,0.242,3,Prdx5,,
1.97E-12,0.384229199,0.331,0.198,3,Mrpl33,,
2.99E-11,0.384074032,0.192,0.098,3,Chp1,,
1.14E-13,0.38338604,0.449,0.292,3,Atp6v1f,,
1.99E-11,0.381039929,0.273,0.157,3,Atp6v1e1,,
2.45E-18,0.378600778,0.627,0.433,3,Pfn1,,
5.92E-09,0.378460971,0.168,0.089,3,Trappc2l,,
2.81E-29,0.377675459,0.629,0.373,3,Fos,,
2.31E-08,0.377413271,0.251,0.156,3,Eif5b,,
1.58E-07,0.372539313,0.158,0.088,3,Tpp1,,
9.63E-09,0.370771784,0.236,0.141,3,Egr1,,
2.50E-11,0.36925014,0.441,0.298,3,Ptms,,
3.18E-22,0.368152884,0.798,0.633,3,Cfl1,,
2.15E-11,0.367641244,0.263,0.146,3,Sh3glb1,,
4.06E-10,0.367248283,0.335,0.215,3,Arpp19,,
2.77E-12,0.367144409,0.461,0.31,3,Lamp1,,
1.35E-09,0.367142778,0.232,0.135,3,Atp6v0d1,,
2.06E-07,0.36687453,0.172,0.099,3,Gnb1,,
1.36E-15,0.365981516,0.685,0.565,3,Slc25a5,,
8.25E-17,0.364287243,0.351,0.19,3,Anxa1,,
8.62E-14,0.364206746,0.242,0.121,3,Ccnd2,,
1.48E-20,0.362006418,0.691,0.493,3,Arpc1b,,
9.77E-11,0.361825868,0.329,0.204,3,Pdlim1,,
1.22E-09,0.361517515,0.192,0.104,3,Pon2,,
1.47E-12,0.359101673,0.485,0.337,3,Uqcrb,,
5.88E-10,0.355539939,0.936,0.904,3,mt-Rnr2,,
2.61E-09,0.35350996,0.397,0.277,3,2010107E04Rik,,
9.40E-11,0.351475439,0.158,0.075,3,Arrb2,,
4.47E-07,0.351202365,0.174,0.102,3,Pfdn2,,
4.12E-14,0.350942108,0.429,0.264,3,Arpc5,,
1.84E-20,0.350807985,0.737,0.554,3,S100a11,,
9.80E-10,0.350797035,0.335,0.218,3,Atp6v0b,,
1.59E-31,0.349263331,0.996,0.934,3,mt-Nd1,,
1.61E-08,0.347745237,0.214,0.125,3,Rtn3,,
1.52E-11,0.346424845,0.269,0.151,3,Rab5c,,
7.48E-13,0.335978475,0.164,0.071,3,Gpsm3,,
1.51E-16,0.33195546,0.246,0.111,3,Ptprc,,
3.49E-07,0.326076151,0.186,0.11,3,Wdr83os,,
1.52E-26,0.325594666,0.994,0.916,3,mt-Nd4,,
2.85E-09,0.325576703,0.431,0.309,3,Ywhab,,
7.70E-08,0.321643707,0.216,0.13,3,Sh3bgrl,,
9.55E-09,0.320474268,0.303,0.194,3,Rab14,,
1.08E-37,0.319461093,0.323,0.113,3,Cd14,,
7.57E-12,0.31668642,0.511,0.35,3,Arpc3,,
1.21E-11,0.31489403,0.537,0.391,3,Serf2,,
3.27E-07,0.314451225,0.389,0.284,3,Rps27l,,
8.05E-07,0.311743889,0.315,0.218,3,Ndufa1,,
1.52E-08,0.307569058,0.196,0.111,3,Actn1,,
9.20E-10,0.30378445,0.154,0.075,3,Glmp,,
1.43E-18,0.29980539,0.483,0.267,3,Lsp1,,
2.25E-07,0.299354048,0.178,0.102,3,Cib1,,
2.56E-09,0.298745446,0.174,0.091,3,Leprot,,
2.75E-09,0.297464607,0.158,0.079,3,Pld4,,
1.48E-08,0.296176422,0.491,0.369,3,Dbi,,
2.60E-09,0.295215507,0.16,0.08,3,Ptpn6,,
9.68E-10,0.295136127,0.234,0.134,3,Tpd52,,
2.81E-06,0.294533268,0.182,0.113,3,Dctn3,,
1.75E-16,0.294383092,0.172,0.067,3,Rgs1,,
1.41E-06,0.292268418,0.347,0.252,3,Uqcrq,,
3.88E-10,0.291034151,0.357,0.231,3,Sat1,,
4.46E-13,0.290799708,0.675,0.526,3,Tagln2,,
4.86E-08,0.290540653,0.541,0.42,3,Rack1,,
1.95E-13,0.290382688,0.918,0.828,3,mt-Co1,,
2.89E-08,0.290222795,0.437,0.31,3,Hspa5,,
7.41E-11,0.289324193,0.465,0.323,3,Myl12b,,
9.74E-07,0.289077522,0.439,0.342,3,Cox7b,,
1.83E-06,0.288087087,0.21,0.133,3,Ccnl1,,
1.77E-08,0.284434376,0.285,0.179,3,Ier3ip1,,
1.07E-06,0.284041301,0.455,0.349,3,mt-Nd3,,
1.74E-08,0.28098336,0.224,0.132,3,Calm3,,
3.03E-11,0.280020996,0.198,0.098,3,Slfn2,,
1.41E-06,0.275989634,0.533,0.44,3,Gabarap,,
2.21E-07,0.268531654,0.188,0.109,3,Asah1,,
2.45E-09,0.267854159,0.363,0.239,3,App,,
5.35E-09,0.267596144,0.279,0.169,3,Vasp,,
2.52E-07,0.265968775,0.487,0.368,3,Ubl5,,
1.63E-22,0.263923013,0.934,0.829,3,Rplp1,,
2.87E-08,0.259808086,0.178,0.096,3,Hcls1,,
5.51E-07,0.258017981,0.226,0.141,3,Bnip3l,,
3.22E-12,0.255569726,0.645,0.458,3,Sh3bgrl3,,
0,2.212532337,0.598,0.059,4,Trbc2,,T Cell_Cd8b1 high
2.77E-286,1.977060844,0.359,0.018,4,Cd8b1,,
4.97E-270,1.918942998,0.561,0.066,4,Ms4a4b,,
2.50E-238,1.877012161,0.452,0.046,4,Cd3d,,
7.73E-110,1.595161887,0.309,0.049,4,Trbc1,,
3.06E-162,1.570184591,0.191,0.008,4,Dapl1,,
8.54E-141,1.567716895,0.291,0.032,4,Cd3g,,
3.00E-143,1.551248697,0.367,0.052,4,Thy1,,
4.30E-132,1.512799267,0.38,0.062,4,Lck,,
1.10E-144,1.475532528,0.287,0.029,4,Trac,,
5.26E-117,1.401906988,0.261,0.031,4,Lat,,
2.78E-120,1.376700138,0.774,0.398,4,Rpl12,,
1.56E-144,1.342643343,0.193,0.01,4,Tcf7,,
9.92E-85,1.319442658,0.326,0.069,4,Ms4a6b,,
1.81E-105,1.28176069,0.18,0.015,4,Prkcq,,
6.82E-60,1.217056316,0.363,0.119,4,Gm10275,,
3.26E-78,1.206417331,0.157,0.016,4,Il7r,,
1.42E-83,1.200022623,0.2,0.025,4,Skap1,,
1.30E-71,1.188780986,0.178,0.023,4,Satb1,,
1.49E-156,1.184951684,0.954,0.741,4,Rps24,,
7.57E-36,1.177796023,0.257,0.09,4,Rps15a-ps6,,
3.84E-66,1.175365374,0.3,0.071,4,Ltb,,
2.82E-166,1.170395123,0.972,0.769,4,Rps15a,,
4.51E-61,1.158155318,0.493,0.216,4,Gm11361,,
3.95E-150,1.14811601,0.948,0.639,4,Rps18,,
8.67E-59,1.144668878,0.598,0.346,4,Gm14303,,
1.17E-51,1.142551195,0.217,0.049,4,Dgka,,
3.01E-156,1.142491347,0.963,0.692,4,Rps7,,
1.47E-218,1.140701994,1,0.944,4,Rps27,,
5.07E-37,1.099281743,0.239,0.076,4,Smc4,,
1.83E-189,1.077168584,0.998,0.885,4,Rps29,,
5.15E-72,1.07345946,0.691,0.402,4,Rps6,,
9.11E-66,1.07326699,0.339,0.088,4,Ccr7,,
1.48E-77,1.065170152,0.72,0.417,4,Gm15427,,
1.06E-91,1.061118325,0.8,0.52,4,Rpl36a,,
5.69E-50,1.057694694,0.326,0.105,4,H2-Q7,,
1.33E-124,1.045465853,0.935,0.714,4,Rplp2,,
9.55E-124,1.039495088,0.935,0.652,4,Rps16,,
1.18E-133,1.035166741,0.959,0.828,4,Rplp1,,
3.07E-46,1.031575084,0.535,0.304,4,Rps16-ps2,,
6.93E-37,1.03006385,0.341,0.144,4,Saraf,,
4.12E-32,1.018337238,0.428,0.239,4,Wdr89,,
9.12E-31,1.012154367,0.37,0.186,4,Gm11478,,
1.15E-116,1.009873298,0.928,0.672,4,Rpsa,,
5.43E-52,1.007472736,0.159,0.026,4,Gramd3,,
1.03E-76,1.004611292,0.822,0.589,4,Rpl39,,
1.35E-121,1.002507916,0.941,0.734,4,Rps23,,
3.77E-102,1.002490966,0.9,0.695,4,Rps28,,
9.60E-58,0.998973059,0.326,0.09,4,Gimap6,,
5.57E-50,0.99129185,0.589,0.348,4,Eef1b2,,
2.66E-28,0.988359532,0.361,0.186,4,Gm9794,,
2.95E-37,0.98772689,0.237,0.071,4,Vps37b,,
